Date,Open,High,Low,Close,Volume 
3/3/17 13:50,250.5601,250.65,250.5,250.56,20700
3/3/17 13:55,250.56,250.59,250.2473,250.37,24700
3/3/17 14:00,250.37,250.59,250.18,250.28,23900
3/3/17 14:05,250.28,250.37,249.94,250.08,27500
3/3/17 14:10,250,250.25,249.97,250.09,17000
3/3/17 14:15,250.09,250.2761,249.94,250.12,18800
3/3/17 14:20,250.2,250.48,250.01,250.48,17700
3/3/17 14:25,250.48,250.6745,250.42,250.6,17100
3/3/17 14:30,250.6,250.75,250.32,250.484,20900
3/3/17 14:35,250.49,250.73,250.39,250.51,29300
3/3/17 14:40,250.51,250.85,250.51,250.78,20100
3/3/17 14:45,250.78,250.98,250.7,250.84,26100
3/3/17 14:50,250.89,251.05,250.8,251.02,29800
3/3/17 14:55,250.9515,251.05,250.78,251.0027,33500
3/3/17 15:00,251.0027,251.0027,250.78,250.96,15400
3/3/17 15:05,250.945,250.97,250.622,250.95,39700
3/3/17 15:10,250.95,251.16,250.81,250.9,32000
3/3/17 15:15,250.9,251.1,250.81,250.94,23300
3/3/17 15:20,250.94,250.95,250.72,250.81,17700
3/3/17 15:25,250.81,250.9,250.71,250.86,31300
3/3/17 15:30,250.855,250.9451,250.57,250.79,42200
3/3/17 15:35,250.79,251.15,250.79,251.15,45500
3/3/17 15:40,251.16,251.23,251.03,251.1692,43600
3/3/17 15:45,251.1692,251.23,250.8777,250.99,60100
3/3/17 15:50,250.99,251.25,250.93,251.12,41300
3/3/17 15:55,251.16,251.53,251.11,251.37,92500
3/3/17 16:00,251.37,251.55,251.15,251.55,136200
3/3/17 16:05,251.57,251.64,251.47,251.47,1117
3/3/17 16:10,251.6,251.61,251.6,251.61,666
3/3/17 16:15,251.61,251.94,251.61,251.94,947
3/3/17 16:20,251.97,252,251.97,252,858
3/3/17 16:25,251.58,251.62,251.58,251.62,250
3/3/17 16:30,251.58,251.58,251.57,251.57,213
3/3/17 16:35,251.58,251.58,251.58,251.58,2094
3/3/17 16:40,251.65,251.65,251.58,251.58,1100
3/3/17 16:45,251.57,251.58,251.57,251.57,450
3/3/17 16:50,251.58,251.58,251.58,251.58,773
3/3/17 17:00,251.5,251.5,251.2,251.2,1150
3/3/17 17:30,251.35,251.35,251.35,251.35,100
3/3/17 18:55,251.25,251.25,251.25,251.25,1327
3/3/17 19:30,251.25,251.25,251.25,251.25,275
