id,is_save,is_confirm,last_edited_time,created_time,continent,country,continent_name,name,latitude,longitude,updated_date,resource,resource_type,commodity_type,production,consumption,pct_total_production,pct_total_consumption,total_resource_type_production,total_resource_type_consumption,import_usd,export_usd,import_qty,export_qty
1174,True,True,2016-11-18 10:27:32.399781+00:00,2016-11-18 10:27:32.399830+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.399929+00:00,Light Crude,energy,oil,37399.44,0.0,0.78,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
1175,True,True,2016-11-18 10:27:32.415701+00:00,2016-11-18 10:27:32.415733+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.415800+00:00,MiNY Crude Oil Futures,energy,oil,37399.44,0.0,0.78,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
1176,True,True,2016-11-18 10:27:32.422474+00:00,2016-11-18 10:27:32.422506+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.422565+00:00,MiNY Heating Oil Futures,energy,oil,37399.44,0.0,0.78,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
1177,True,True,2016-11-18 10:27:32.431074+00:00,2016-11-18 10:27:32.431106+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.431165+00:00,Russian Export Blend Crude Oil (REBCO) Futures,energy,oil,37399.44,0.0,0.78,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
1178,True,True,2016-11-18 10:27:32.443828+00:00,2016-11-18 10:27:32.443878+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.443987+00:00,Singapore 380cst Fuel Oil Futures,energy,oil,37399.44,0.0,0.78,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
1179,True,True,2016-11-18 10:27:32.463993+00:00,2016-11-18 10:27:32.464025+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.464118+00:00,Uranium,energy,nuclear,1102.804,0.0,0.023,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
1180,True,True,2016-11-18 10:27:32.472252+00:00,2016-11-18 10:27:32.472300+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.472410+00:00,Uranium Futures,metal,nuclear,1102.804,0.0,0.023,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
1181,True,True,2016-11-18 10:27:32.488314+00:00,2016-11-18 10:27:32.488365+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.488480+00:00,Ethanol Futures,energy,gas,0.0,0.0,0.0,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
1182,True,True,2016-11-18 10:27:32.497551+00:00,2016-11-18 10:27:32.497585+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.497650+00:00,Gasoline,energy,gas,0.0,0.0,0.0,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
1183,True,True,2016-11-18 10:27:32.503871+00:00,2016-11-18 10:27:32.503903+00:00,Continent object,Singapore,Asia,Singapore,1,103,2016-11-18 10:27:32.503962+00:00,Gulf Coast Gasoline Futures,energy,gas,0.0,0.0,0.0,0.0,47948.0,0.0,0.0,0.0,0.0,0.0
