Date,Close,High,Low,Open,Volume,timestamp,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value
2017-09-20 10:40:00,2.56,2.56,2.56,2.56,47718.0,20171010 12:41:04 699519,-0.015005771450557925,0,0,2.5158086802453137,1,2.536949431974345,0.002276656163525015,2.4860327064605774,0.0,0,1,1,122158.08,904579.5867666666,355601.0,2.5438049577100927,-1,0,0,1,0.0,0,0.0
2017-09-20 10:50:00,2.5601,2.56,2.5601,2.56,48641.0,20171010 12:41:04 699519,3.906249999996447e-05,0,0,2.534646944196251,1,2.541579545579476,0.0018250713028709065,2.4930867344167127,0.0,0,1,1,124524.20273333331,1029103.7895,404242.0,2.5457616712266415,-1,0,0,1,0.0,0,0.0
2017-09-20 10:55:00,2.56,2.59,2.59,2.56,49161.0,20171010 12:41:04 699519,-3.9060974180604724e-05,0,0,2.5497175553570006,1,2.545263636463581,0.0014495280663211485,2.4994594263770256,0.0,0,1,1,126835.38,1155939.1694999998,453403.0,2.54947402090414,-1,0,0,1,0.0,0,0.0
2017-09-20 11:00:00,2.56,2.5601,2.5601,2.56,49761.0,20171010 12:41:04 699519,0.0,0,0,2.61,-1,2.5482109091708645,0.0011579439807574143,2.5052251952934994,0.0,0,1,1,127391.47739999997,1283330.6468999998,503164.0,2.550521593158493,-1,0,0,1,0.0,0,0.0
2017-09-20 11:05:00,2.6,2.6,2.6,2.6,49862.0,20171010 12:41:04 699519,0.015625,1,1,2.6080039999999998,-1,2.5585687273366915,0.004064741316564424,2.514251367170309,0.0,1,1,1,129641.20000000001,1412971.8468999998,553026.0,2.5549826715199644,1,0,0,1,0.0,0,0.0
2017-09-20 11:10:00,2.6,2.6,2.6,2.6,50012.0,20171010 12:41:04 699519,0.0,0,0,2.60608784,-1,2.566854981869353,0.003238628864696169,2.52241790363028,0.0,0,1,1,130031.20000000001,1543003.0468999997,603038.0,2.558716112251632,1,0,0,1,0.0,0,0.0
2017-09-20 11:20:00,2.6,2.59,2.6,2.59,50262.0,20171010 12:41:04 699519,0.0,0,0,2.6042483264,-1,2.5734839854954825,0.00258253920574103,2.5298066747131105,0.0,0,1,1,130513.65999999997,1673516.7068999996,653300.0,2.561635859329557,1,0,0,1,0.0,0,0.0
2017-09-20 11:30:00,2.5601,2.5899,2.5899,2.5601,50712.0,20171010 12:41:04 699519,-0.015346153846153898,0,0,2.6024823933440002,-1,2.570807188396386,-0.0010401452327597482,2.532691753311862,0.0,0,0,1,130835.26960000001,1804351.9764999996,704012.0,2.5629562798645473,1,0,0,1,0.0,0,0.0
2017-09-20 11:35:00,2.55,2.56,2.57,2.505,54052.0,20171010 12:41:04 699519,-0.003945158392250292,0,0,2.6007870976102403,-1,2.5666457507171088,-0.0016187280392166992,2.5343401577583515,0.0,0,0,1,138373.12,1942725.0964999995,758064.0,2.562745489167141,1,0,0,1,0.0,0,0.0
2017-09-20 11:50:00,2.51,2.56,2.56,2.51,55508.0,20171010 12:41:04 699519,-0.015686274509803977,0,0,2.599159613705831,-1,2.555316600573687,-0.004413990571256798,2.5320220474956514,0.0,0,0,1,141175.34666666668,2083900.4431666662,813572.0,2.561421045914395,-1,0,0,1,0.0,0,0.0
2017-09-20 12:05:00,2.5301,2.5585,2.5585,2.5301,56008.0,20171010 12:41:04 699519,0.00800796812749005,1,1,2.5960268446093644,-1,2.5502732804589496,-0.0019736576335023237,2.5318389953532083,0.0,1,0,1,142766.25893333333,2226666.7020999994,869580.0,2.5606231768209935,-1,0,0,1,0.0,0,0.0
2017-09-20 12:10:00,2.57,2.58,2.58,2.53,56822.0,20171010 12:41:04 699519,0.01577012766293806,1,1,2.591523623256241,-1,2.55421862436716,0.0015470278963594097,2.5354733767481408,0.0,1,1,1,146411.35333333333,2373078.055433333,926402.0,2.5616072238977603,-1,0,0,1,0.0,0,0.0
2017-09-20 12:30:00,2.57,2.53,2.57,2.53,57103.0,20171010 12:41:04 699519,0.0,0,0,2.587560788465492,-1,2.5573748994937278,0.001235710638258336,2.538761626581651,0.0,0,1,1,145993.33666666667,2519071.3921,983505.0,2.5613203716300372,-1,0,0,1,0.0,0,0.0
2017-09-20 12:40:00,2.5301,2.5639,2.5639,2.5301,57918.0,20171010 12:41:04 699519,-0.015525291828793697,0,0,2.584073493849633,-1,2.551919919594982,-0.002133038804684184,2.537936709764351,0.0,0,0,1,147843.41739999998,2666914.8095,1041423.0,2.5608372481690918,-1,0,0,1,0.0,0,0.0
2017-09-20 12:55:00,2.53,2.53,2.53,2.53,58031.0,20171010 12:41:04 698519,-3.952412948116102e-05,0,0,2.581004674587677,-1,2.547535935675986,-0.0017179159445144254,2.5371808326439367,0.0,0,0,1,146818.43,2813733.2395,1099454.0,2.559209607223222,-1,0,0,1,0.0,0,0.0
2017-09-20 13:05:00,2.5301,2.55,2.55,2.5301,58231.0,20171010 12:41:04 698519,3.952569169962672e-05,0,0,2.5728439266536487,-1,2.5440487485407886,-0.001368847083317748,2.5365064676302285,0.0,0,0,1,148102.78436666666,2961836.023866667,1157685.0,2.558412714915255,-1,0,0,1,0.0,0,0.0
2017-09-20 13:20:00,2.5301,2.55,2.55,2.5301,59131.0,20171010 12:41:04 698519,0.0,0,0,2.565988898389065,-1,2.541258998832631,-0.0010965787152301676,2.535896327855921,0.0,0,0,1,150391.81436666666,3112227.8382333335,1216816.0,2.5576815543462064,-1,0,0,1,0.0,0,0.0
2017-09-20 13:50:00,2.5361,2.5361,2.5361,2.5361,59363.0,20171010 12:41:04 698519,0.0023714477688627777,1,1,2.5602306746468146,-1,2.5402271990661047,-0.0004060191294945614,2.535915725202976,0.0,0,0,1,150550.5043,3262778.3425333337,1276179.0,2.5566776624073375,-1,0,0,1,0.0,0,0.0
2017-09-20 13:55:00,2.546,2.5458,2.546,2.5458,59613.0,20171010 12:41:04 698519,0.003903631560269627,1,1,2.5553937667033244,-1,2.5413817592528836,0.00045451059936807425,2.536876132326502,0.0,1,0,1,151770.72379999995,3414549.0663333335,1335792.0,2.5561981703239227,-1,0,0,1,0.0,0,0.0
2017-09-20 14:00:00,2.5458,2.5458,2.5458,2.5401,59923.0,20171010 12:41:04 698519,-7.855459544381382e-05,0,0,2.5513307640307925,-1,2.542265407402307,0.0003477038214374506,2.537726024485883,0.0,0,0,1,152551.9734,3567101.0397333335,1395715.0,2.555751739956462,-1,0,0,1,0.0,0,0.0
2017-09-20 14:05:00,2.55,2.55,2.55,2.55,60023.0,20171010 12:41:04 698519,0.001649776101814826,1,1,2.53,1,2.5438123259218455,0.0006084803400283612,2.538894974534846,0.0,0,0,1,153058.65,3720159.6897333334,1455738.0,2.5555145841719686,-1,0,0,1,0.0,0,0.0
2017-09-20 14:15:00,2.55,2.55,2.55,2.55,60123.0,20171010 12:41:04 698519,0.0,0,0,2.5307999999999997,1,2.5450498607374765,0.0004864882534849624,2.539952596007718,0.0,0,0,1,153313.65,3873473.3397333333,1515861.0,2.5552958613839483,-1,0,0,1,0.0,0,0.0
2017-09-20 14:25:00,2.5,2.544,2.544,2.5,63358.0,20171010 12:41:04 698519,-0.019607843137254832,0,0,2.5315679999999996,-1,2.5360398885899813,-0.0035401947468661765,2.5361475868641254,-1.0,0,0,0,160253.50133333332,4033726.841066667,1579219.0,2.5542542491362292,-1,0,0,1,0.0,0,0.0
2017-09-20 14:30:00,2.5,2.5263,2.5263,2.5,64654.0,20171010 12:41:04 698519,0.0,0,0,2.55,-1,2.5288319108719852,-0.0028422178020250932,2.5327049595437328,0.0,0,0,0,162768.60013333333,4196495.4412,1643873.0,2.5528100049091385,-1,0,0,1,0.0,0,0.0
2017-09-20 14:40:00,2.5001,2.5264,2.5264,2.5,67155.0,20171010 12:41:04 698519,4.0000000000040004e-05,0,0,2.5490519999999997,-1,2.5230855286975884,-0.002272346433818684,2.5295997253014724,0.0,0,0,0,169071.66650000002,4365567.1077000005,1711028.0,2.5514293791217915,-1,0,0,1,0.0,0,0.0
2017-09-20 14:45:00,2.5,2.5,2.5,2.5,67255.0,20171010 12:41:04 698519,-3.999840006407851e-05,0,0,2.5481419199999995,-1,2.5184684229580707,-0.0018299442040321523,2.526780703844189,0.0,0,0,0,168137.5,4533704.6077000005,1778283.0,2.5494843102588285,-1,0,0,1,0.0,0,0.0
2017-09-20 15:00:00,2.51,2.54,2.54,2.51,67590.0,20171010 12:41:04 698519,0.0040000000000000036,1,1,2.5442905663999995,-1,2.5167747383664567,-0.0006725057881109553,2.525182541573314,0.0,1,0,0,171002.69999999998,4704707.307700001,1845873.0,2.548770856770753,-1,0,0,1,0.0,0,0.0
2017-09-20 15:25:00,2.54,2.54,2.54,2.54,67690.0,20171010 12:41:04 698519,0.01195219123505975,1,1,2.5407473210879994,-1,2.5214197906931655,0.0018456369002350925,2.526593728090141,0.0,1,1,0,171932.6,4876639.9077,1913563.0,2.548460598213908,-1,0,0,1,0.0,0,0.0
2017-09-20 15:35:00,2.54,2.54,2.54,2.54,67832.0,20171010 12:41:04 697520,0.0,0,0,2.5,1,2.5251358325545326,0.001473789440014528,2.52787051589108,0.0,0,1,0,172293.28,5048933.187700001,1981395.0,2.54817095415099,-1,0,0,1,0.0,0,0.0
2017-09-20 15:40:00,2.5101,2.534,2.54,2.5101,69032.0,20171010 12:41:04 697520,-0.011771653543307115,0,0,2.5016,1,2.522128666043626,-0.0011908929698504211,2.5261780858062153,0.0,0,0,0,174515.19706666665,5223448.384766667,2050427.0,2.5474929781780413,-1,0,0,1,0.0,0,0.0
2017-09-20 15:45:00,2.5161,2.5161,2.5161,2.5161,69132.0,20171010 12:41:04 697520,0.0023903430142224735,1,1,2.503136,1,2.5209229328349005,-0.0004780617360876649,2.525218268110385,0.0,0,0,0,173943.02519999997,5397391.409966667,2119559.0,2.546469057934536,-1,0,0,1,0.0,0,0.0
2017-09-20 15:50:00,2.54,2.52,2.54,2.51,71232.0,20171010 12:41:04 697520,0.009498827550574296,1,1,2.50461056,1,2.5247383462679203,0.0015134986410429985,2.5266260520998722,0.0,1,1,0,180454.40000000002,5577845.809966668,2190791.0,2.5460419592588557,-1,0,0,1,0.0,0,0.0
2017-09-20 16:00:00,2.53,2.5274,2.53,2.5274,71682.0,20171010 12:41:04 697520,-0.003937007874015852,0,0,2.5060261376,1,2.5257906770143363,0.00041680784385911274,2.526947380471313,0.0,0,0,0,181293.33559999996,5759139.145566667,2262473.0,2.545506242755899,-1,0,0,1,0.0,0,0.0
2017-09-20 16:05:00,2.53,2.53,2.53,2.53,71922.0,20171010 12:41:04 697520,0.0,0,0,2.5073850920960004,1,2.526632541611469,0.0003333073499693917,2.527238106140712,0.0,0,0,0,181962.65999999997,5941101.805566668,2334395.0,2.54502850013244,-1,0,0,1,0.0,0,0.0
2017-09-21 09:55:00,2.54,2.54,2.54,2.54,136.0,20171010 12:41:04 697520,0.0039525691699606735,1,1,2.5086896884121606,1,2.5293060332891755,0.0010581244536655987,2.5284535246035014,1.0,1,1,1,345.44,5941447.245566668,2334531.0,2.54502820719308,-1,1,1,1,2.54,1,2.54
2017-09-21 10:00:00,2.54,2.54,2.54,2.54,308.0,20171010 12:41:04 697520,0.0,0,0,2.509942100875674,1,2.5314448266313403,0.0008456048078071543,2.5295531889269776,0.0,0,0,1,782.32,5942229.565566668,2334839.0,2.5450275438977457,-1,0,1,1,2.54,1,2.54
2017-09-21 10:10:00,2.54,2.54,2.54,2.54,465.0,20171010 12:41:04 697520,0.0,0,0,2.511144416840647,1,2.5331558613050724,0.0006759122915622751,2.5305481233148845,0.0,0,0,1,1181.1,5943410.665566668,2335304.0,2.5450265428255454,-1,0,1,1,2.54,1,2.54
2017-09-21 11:35:00,2.54,2.53,2.54,2.53,3954.0,20171010 12:41:04 697520,0.0,0,0,2.512298640167021,1,2.534524689044058,0.0005403645941788326,2.5314483020468,0.0,0,0,1,10029.98,5953440.645566668,2339258.0,2.5450124122976896,-1,0,1,1,2.54,1,2.54
2017-09-21 11:45:00,2.54,2.54,2.54,2.54,4164.0,20171010 12:41:04 697520,0.0,0,0,2.51340669456034,1,2.5356197512352465,0.00043205820638569925,2.5322627494709145,0.0,0,0,1,10576.56,5964017.205566668,2343422.0,2.54500350579907,-1,0,1,1,2.54,1,2.54
2017-09-21 12:00:00,2.5274,2.525,2.54,2.521,14179.0,20171010 12:41:04 697520,-0.004960629921259785,0,0,2.5144704267779265,1,2.5339758009881974,-0.0006483425782782826,2.5317996304736847,0.0,0,0,1,35884.2132,5999901.418766668,2357601.0,2.5449180835801597,-1,0,1,1,2.5274,1,2.5274
2017-09-21 12:05:00,2.54,2.53,2.54,2.53,15191.0,20171010 12:41:04 697520,0.004985360449473841,1,1,2.5154916097068094,1,2.535180640790558,0.00047547407591297386,2.5325806180476196,0.0,1,0,1,38534.503333333334,6038435.922100001,2372792.0,2.5448652566680945,-1,0,1,1,2.54,1,2.54
2017-09-21 12:20:00,2.5501,2.5501,2.5501,2.5501,15301.0,20171010 12:41:04 696519,0.003976377952755961,1,1,2.516471945318537,1,2.5381645126324464,0.0011769858896357732,2.534249130614513,0.0,1,1,1,39019.0801,6077455.002200001,2388093.0,2.544898796738653,-1,0,1,1,2.5501,1,2.5501
2017-09-21 12:25:00,2.5501,2.55,2.5501,2.55,16521.0,20171010 12:41:04 696519,0.0,0,0,2.519162189693054,1,2.540551610105957,0.000940481777926605,2.5357587372226544,0.0,0,0,1,42129.651399999995,6119584.653600001,2404614.0,2.544934302802862,-1,0,1,1,2.5501,1,2.5501
2017-09-21 12:30:00,2.5401,2.56,2.5605,2.54,18021.0,20171010 12:41:04 696519,-0.0039214148464766785,0,0,2.5216372145176096,1,2.5404612880847655,-3.555213003048063e-05,2.536172190820497,0.0,0,0,1,46017.2242,6165601.877800001,2422635.0,2.544998267506249,-1,0,1,1,2.5401,1,2.5401
2017-09-21 12:45:00,2.5557,2.5557,2.5557,2.5557,18231.0,20171010 12:41:04 696519,0.0061414904925003455,1,1,2.5262407487754963,1,2.5435090304678125,0.0011996807026115608,2.5380319821709256,0.0,1,1,1,46592.9667,6212194.844500001,2440866.0,2.545078199499686,-1,0,1,1,2.5557,1,2.5557
2017-09-21 12:50:00,2.5501,2.5501,2.5501,2.5501,18336.0,20171010 12:41:04 696519,-0.002191180498493539,0,0,2.530291858922437,1,2.54482722437425,0.0005182580013074478,2.539181317202266,0.0,0,0,1,46758.6336,6258953.478100001,2459202.0,2.545115642431976,-1,0,1,1,2.5501,1,2.5501
2017-09-21 13:05:00,2.5501,2.563,2.563,2.5501,19947.0,20171010 12:41:04 696519,0.0,0,0,2.5338568358517444,1,2.5458817794994,0.00041439163926315636,2.5402211917544313,0.0,0,0,1,51038.3889,6309991.867000001,2479149.0,2.545224940897058,1,0,1,1,2.5501,1,2.5501
2017-09-21 13:20:00,2.5501,2.5501,2.5501,2.5501,20067.0,20171010 12:41:04 696519,0.0,0,0,2.5385197421154655,1,2.5467254235995203,0.00033137599197008427,2.5411620306349616,0.0,0,0,1,51172.856700000004,6361164.723700001,2499216.0,2.5452640842968357,1,0,1,1,2.5501,1,2.5501
2017-09-21 13:25:00,2.5501,2.5501,2.56,2.5501,21947.0,20171010 12:41:04 696519,0.0,0,0,2.542436583376991,1,2.547400338879616,0.0002650129746386565,2.5420132658125842,0.0,0,0,1,56039.4698,6417204.193500001,2521163.0,2.5453349083339716,1,0,1,1,2.5501,1,2.5501
2017-09-21 13:35:00,2.5501,2.5501,2.5501,2.5501,22057.0,20171010 12:41:04 696519,0.0,0,0,2.5457267300366726,1,2.547940271103693,0.00021195420909547735,2.5427834309732904,0.0,0,0,1,56247.5557,6473451.749200001,2543220.0,2.545376235323724,1,0,1,1,2.5501,1,2.5501
2017-09-21 13:40:00,2.57,2.57,2.57,2.57,22167.0,20171010 12:41:04 696519,0.007803615544488274,1,1,2.548490453230805,1,2.552352216882954,0.0017315734710492414,2.54537548516631,0.0,1,1,1,56969.189999999995,6530420.939200002,2565387.0,2.5455890043880327,1,0,1,1,2.57,1,2.57
2017-09-21 13:45:00,2.569,2.56,2.57,2.56,24391.0,20171010 12:41:04 696519,-0.00038910505836575737,0,0,2.5501,1,2.5556817735063633,0.001304505154651192,2.547625438959995,0.0,0,1,1,62595.43633333333,6593016.375533335,2589778.0,2.545784378249153,1,0,1,1,2.569,1,2.569
2017-09-21 14:05:00,2.5701,2.59,2.59,2.5701,26776.0,20171010 12:41:04 696519,0.0004281821720513168,0,0,2.55408,1,2.558565418805091,0.0011283272153133073,2.5497658733447572,0.0,0,1,1,69172.22586666666,6662188.601400002,2616554.0,2.5461689693390626,1,0,1,1,2.5701,1,2.5701
2017-09-21 14:10:00,2.59,2.571,2.59,2.571,27086.0,20171010 12:41:04 696519,0.007742889381735951,1,1,2.561264,1,2.5648523350440726,0.0024572036316812262,2.553597694930971,0.0,1,1,1,69981.19533333332,6732169.796733336,2643640.0,2.546553160314315,1,0,1,1,2.59,1,2.59
2017-09-21 14:25:00,2.58,2.58,2.58,2.58,27263.0,20171010 12:41:04 696519,-0.0038610038610037423,0,0,2.5670112,1,2.567881868035258,0.001181172479129744,2.5561122001756402,0.0,0,1,1,70338.54000000001,6802508.336733336,2670903.0,2.5468945658952555,1,0,1,1,2.58,1,2.58
2017-09-21 14:30:00,2.6,2.6,2.6,2.6,27402.0,20171010 12:41:04 695518,0.007751937984496138,1,1,2.57160896,1,2.5743054944282067,0.002501527220901023,2.560291990635103,0.0,1,1,1,71245.2,6873753.536733336,2698305.0,2.5474338656057545,1,0,1,1,2.6,1,2.6
2017-09-21 14:40:00,2.585,2.59,2.5999,2.585,27998.0,20171010 12:41:04 695518,-0.00576923076923086,0,0,2.577287168,1,2.5764443955425653,0.0008308653028896718,2.562645134384141,0.0,0,0,1,72560.55006666666,6946314.0868000025,2726303.0,2.547887775790146,1,0,1,1,2.585,1,2.585
2017-09-21 14:45:00,2.57,2.57,2.57,2.57,28512.0,20171010 12:41:04 695518,-0.005802707930367523,0,0,2.6,-1,2.575155516434052,-0.0005002549679484769,2.5633455977761277,0.0,0,0,1,73275.84,7019589.926800002,2754815.0,2.5481166346197486,1,0,1,1,2.57,1,2.57
2017-09-21 14:50:00,2.58,2.58,2.58,2.58,28646.0,20171010 12:41:04 695518,0.0038910505836575737,1,1,2.5988,-1,2.576124413147242,0.0003762478448414708,2.5649317313212583,0.0,1,0,1,73906.68000000001,7093496.606800002,2783461.0,2.548444762401917,1,0,1,1,2.58,1,2.58
2017-09-21 15:00:00,2.5762,2.5762,2.5762,2.5762,28896.0,20171010 12:41:04 695518,-0.0014728682170542795,0,0,2.5976480000000004,-1,2.5761395305177937,5.8682610493132614e-06,2.5660048997668525,0.0,0,0,1,74441.8752,7167938.482000002,2812357.0,2.548729937913288,1,0,1,1,2.5762,1,2.5762
2017-09-21 15:10:00,2.59,2.59,2.59,2.5801,29401.0,20171010 12:41:04 695518,0.00535672696219236,1,1,2.5965420800000003,-1,2.5789116244142347,0.0010760651213188588,2.5682901474081046,0.0,1,1,1,76148.59,7244087.072000002,2841758.0,2.5491569204696534,1,0,1,1,2.59,1,2.59
2017-09-21 15:30:00,2.5862,2.58,2.5862,2.58,29686.0,20171010 12:41:04 695518,-0.0014671814671814998,0,0,2.5954803968,-1,2.580369299531388,0.0005652287978206161,2.5699958476549516,0.0,0,0,1,76712.58213333333,7320799.654133335,2871444.0,2.5495185189519054,1,0,1,1,2.5862,1,2.5862
2017-09-21 15:45:00,2.6,2.6,2.6,2.6,29865.0,20171010 12:41:04 695518,0.005336014229371466,1,1,2.57,1,2.58429543962511,0.0015215419337206715,2.5728533859735276,0.0,1,1,1,77649.0,7398448.654133335,2901309.0,2.5500381566159738,1,0,1,1,2.6,1,2.6
2017-09-21 15:50:00,2.59,2.6,2.6,2.59,30980.0,20171010 12:41:04 695518,-0.0038461538461539435,0,0,2.5711999999999997,1,2.5854363517000882,0.00044147896462787273,2.5744863968331915,0.0,0,0,1,80444.73333333334,7478893.387466668,2932289.0,2.5505307926560676,1,0,1,1,2.59,1,2.59
2017-09-21 16:00:00,2.5801,2.58,2.5976,2.58,33778.0,20171010 12:41:04 695518,-0.003822393822393799,0,0,2.5723519999999995,1,2.5843690813600704,-0.0004128008563490937,2.5750210257062207,0.0,0,0,1,87346.53020000001,7566239.917666668,2966067.0,2.550933582305008,1,0,1,1,2.5801,1,2.5801
2017-09-22 09:35:00,2.58,2.58,2.58,2.58,103.0,20171010 12:41:04 695518,-3.875818766707617e-05,0,0,2.5734579199999996,1,2.5834952650880565,-0.00033811589773158346,2.5754952137341998,0.0,0,0,1,265.74,7566505.657666668,2966170.0,2.550934591633881,1,0,1,1,2.58,1,2.58
2017-09-22 10:10:00,2.5937,2.5937,2.5937,2.5937,938.0,20171010 12:41:04 695518,0.005310077519379952,1,1,2.5745196031999997,1,2.585536212070445,0.000789994473753719,2.5772290029023712,0.0,1,0,1,2432.8906,7568938.548266668,2967108.0,2.5509481111798653,1,0,1,1,2.5937,1,2.5937
2017-09-22 10:15:00,2.59,2.5999,2.5999,2.59,1738.0,20171010 12:41:04 695518,-0.0014265335235379428,0,0,2.575538819072,1,2.586428969656356,0.00034528914417952805,2.5784452883402404,0.0,0,0,1,4512.8908,7573451.439066668,2968846.0,2.550974836373011,1,0,1,1,2.59,1,2.59
2017-09-22 10:20:00,2.5948,2.5948,2.5948,2.5948,1937.0,20171010 12:41:04 694519,0.0018532818532819295,1,1,2.57651726630912,1,2.5881031757250845,0.0006473040970274013,2.580002879926884,0.0,0,0,1,5026.127600000001,7578477.566666668,2970783.0,2.551003411109687,1,0,1,1,2.5948,1,2.5948
2017-09-22 10:25:00,2.586,2.586,2.586,2.586,2611.0,20171010 12:41:04 694519,-0.003391398180977445,0,0,2.5774565756567553,1,2.5876825405800674,-0.00016252642049296995,2.5805740342195618,0.0,0,0,1,6752.045999999999,7585229.612666668,2973394.0,2.5510341423527017,1,0,1,1,2.586,1,2.586
2017-09-22 10:30:00,2.5801,2.5801,2.5801,2.5801,2711.0,20171010 12:41:04 694519,-0.002281515854601679,0,0,2.578358312630485,1,2.586166032464054,-0.0005860487491148314,2.580528888103413,0.0,0,0,1,6994.651099999999,7592224.263766669,2976105.0,2.5510606190865808,1,0,1,1,2.5801,1,2.5801
2017-09-22 10:55:00,2.581,2.581,2.581,2.581,3094.0,20171010 12:41:04 694519,0.0003488236890043517,0,0,2.5792239801252657,1,2.585132825971243,-0.000399512823167969,2.580573755903088,0.0,0,0,1,7985.614,7600209.877766669,2979199.0,2.5510917121570826,1,0,1,1,2.581,1,2.581
2017-09-22 11:05:00,2.585,2.585,2.585,2.58,3564.0,20171010 12:41:04 694519,0.0015497869043006318,1,1,2.580055020920255,1,2.5851062607769943,-1.0276142866638693e-05,2.580995302959937,0.0,0,0,1,9212.94,7609422.817766669,2982763.0,2.551132227993531,1,0,1,1,2.585,1,2.585
2017-09-22 11:10:00,2.6,2.6,2.6,2.6,3664.0,20171010 12:41:04 694519,0.005802707930367523,1,1,2.580852820083445,1,2.5880850086215954,0.0011522728832453755,2.5828052741066094,0.0,1,1,1,9526.4,7618949.21776667,2986427.0,2.551192183089247,1,0,1,1,2.6,1,2.6
2017-09-22 11:20:00,2.5948,2.5948,2.5948,2.5948,4091.0,20171010 12:41:04 694519,-0.0020000000000000018,0,0,2.581618707280107,1,2.5894280068972764,0.0005189158281924122,2.583947628953599,0.0,0,0,1,10615.3268,7629564.5445666695,2990518.0,2.5512518381653844,1,0,1,1,2.5948,1,2.5948
