Date,Open,High,Low,Close,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-09-25 14:45:00,1.11,1.11,1.11,1.11,448834.0,,0,0,,1,,,,0
2017-09-25 14:50:00,1.1,1.1,1.105,1.105,456274.0,-0.0045045045045045695,0,0,1.11,-1,,,,0
2017-09-25 14:55:00,1.1,1.105,1.11,1.11,473206.0,0.00452488687782826,1,1,1.1098000000000001,1,,,,0
2017-09-25 15:00:00,1.11,1.11,1.11,1.11,485716.0,0.0,0,0,1.105,1,,,,0
2017-09-25 15:05:00,1.1,1.1,1.106,1.1,514118.0,-0.009009009009009028,0,0,1.1052,-1,,,,0
2017-09-25 15:10:00,1.1,1.1,1.1001,1.1,527009.0,0.0,0,0,1.11,-1,,,,0
2017-09-25 15:15:00,1.1,1.104,1.104,1.1,557209.0,0.0,0,0,1.109604,-1,,,,0
2017-09-25 15:20:00,1.105,1.105,1.105,1.105,557609.0,0.004545454545454408,1,1,1.10922384,-1,,,,0
2017-09-25 15:25:00,1.1,1.1,1.11,1.11,570268.0,0.00452488687782826,1,1,1.1088588864,1,1.1055555555555554,,,0
2017-09-25 15:30:00,1.1099,1.1099,1.12,1.12,590037.0,0.009009009009008917,1,1,1.1001,1,1.1084444444444443,0.0026130653266331905,,0
2017-09-25 15:35:00,1.12,1.12,1.12,1.12,597123.0,0.0,0,0,1.100492,1,1.1107555555555555,0.0020850040096231925,,0
2017-09-25 15:40:00,1.12,1.12,1.13,1.13,597490.0,0.008928571428571175,1,1,1.1020526400000001,1,1.1146044444444443,0.00346510883482698,,0
2017-09-25 15:45:00,1.12,1.12,1.12,1.12,597714.0,-0.008849557522123686,0,0,1.1034884288000002,1,1.1156835555555555,0.0009681561171677178,,0
2017-09-25 15:50:00,1.115,1.12,1.12,1.115,598555.0,-0.0044642857142858094,0,0,1.1048093544960003,1,1.1155468444444445,-0.0001225357409189165,,0
2017-09-25 15:55:00,1.115,1.115,1.13,1.13,631216.0,0.013452914798206095,1,1,1.1060246061363201,1,1.1184374755555555,0.0025912234215055285,,0
2017-09-25 16:00:00,1.12,1.12,1.14,1.14,652780.0,0.008849557522123908,1,1,1.1071426376454145,1,1.1227499804444443,0.003855830105072844,,0
2017-09-25 16:05:00,1.13,1.13,1.13,1.13,653469.0,-0.00877192982456143,0,0,1.1081712266337813,1,1.1241999843555555,0.0012914753385586675,,0
2017-09-25 17:05:00,1.13,1.13,1.13,1.13,653569.0,0.0,0,0,1.1107906794377276,1,1.1253599874844444,0.001031847665034391,,0
2017-09-25 17:25:00,1.13,1.13,1.13,1.13,653969.0,0.0,0,0,1.1130957979052003,1,1.1262879899875555,0.0008246272423328982,,0
2017-09-26 09:35:00,1.13,1.13,1.1334,1.1301,12647.0,8.849557522139229e-05,0,0,1.1151243021565762,1,1.1270503919900445,0.0006769156816610611,1.1172549999999999,1
2017-09-26 09:40:00,1.1,1.11,1.1274,1.1001,53971.0,-0.026546323334218247,0,0,1.116909385897787,-1,1.1216603135920356,-0.004782464418908283,1.1156211904761903,1
2017-09-26 09:45:00,1.1,1.1,1.114,1.1001,68063.0,0.0,0,0,1.13,-1,1.1173482508736285,-0.0038443570358640544,1.1141429818594104,1
2017-09-26 09:50:00,1.1013,1.1013,1.1145,1.1145,68484.0,0.013089719116443854,1,1,1.12936,-1,1.116778600698903,-0.0005098233019833476,1.1141769835870856,1
2017-09-26 09:55:00,1.11,1.11,1.11,1.11,71889.0,-0.004037685060565233,0,0,1.1287456,-1,1.1154228805591224,-0.0012139560508520608,1.1137791756264108,1
2017-09-26 10:00:00,1.11,1.11,1.1256,1.12,79245.0,0.009009009009008917,1,1,1.127245952,-1,1.1163383044472979,0.0008206967098582929,1.1143716350905621,1
2017-09-26 10:05:00,1.11,1.11,1.11,1.11,81745.0,-0.008928571428571397,0,0,1.12586627584,-1,1.1150706435578384,-0.0011355526227214696,1.113955288891461,1
2017-09-26 10:10:00,1.1,1.11,1.12,1.1,95391.0,-0.009009009009009028,0,0,1.1245969737728,-1,1.1120565148462707,-0.0027030831893758434,1.1126262137589409,0
2017-09-26 10:15:00,1.109,1.109,1.109,1.109,95571.0,0.008181818181818068,1,1,1.123429215870976,-1,1.1114452118770166,-0.0005497049485282401,1.1122808600676133,0
2017-09-26 10:20:00,1.108,1.11,1.11,1.108,143871.0,-0.0009017132551847329,0,0,1.121697709966459,-1,1.1107561695016133,-0.000619951724151746,1.111873159108793,0
