Date,Open,High,Low,Close,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20
2017-10-06 08:00:00,155.0,155.08,155.08,155.0,23829.0,,0,0,,1,,,,0
2017-10-06 08:05:00,154.82,155.22,155.72,155.15,49065.0,0.000967741935483879,0,0,155.08,1,,,,0
2017-10-06 08:10:00,154.91,155.0,155.03,155.0,57543.0,-0.0009668063164679497,0,0,155.22,-1,,,,0
2017-10-06 08:15:00,154.91,155.0,155.0,154.96,64422.0,-0.0002580645161289752,0,0,155.22,-1,,,,0
2017-10-06 08:20:00,154.91,154.97,154.97,154.93,70452.0,-0.00019359834796073283,0,0,155.2024,-1,,,,0
2017-10-06 08:25:00,154.89,154.91,154.97,154.97,83156.0,0.0002581811140514034,0,0,155.17451200000002,-1,,,,0
2017-10-06 08:30:00,154.87,154.95,154.95,154.87,85902.0,-0.000645286184422722,0,0,155.14997056,-1,,,,0
2017-10-06 08:35:00,154.81,154.86,155.0,154.96,97667.0,0.000581132562794684,0,0,155.11797527040002,-1,,,,0
2017-10-06 08:40:00,154.81,154.96,154.96,154.82,103750.0,-0.0009034589571503826,0,0,155.09109922713603,-1,154.96222222222224,,,0
2017-10-06 08:45:00,154.81,154.82,154.9,154.9,106283.0,0.0005167291047669664,0,0,155.06852335079427,-1,154.9497777777778,-8.030631121558329e-05,,0
2017-10-06 08:50:00,154.81,154.9,154.91,154.85,115152.0,-0.00032278889606207617,0,0,155.03481868063542,-1,154.92982222222224,-0.00012878724862819269,,0
2017-10-06 08:55:00,154.81,154.81,154.88,154.83,122049.0,-0.0001291572489504622,0,0,155.00785494450835,-1,154.9098577777778,-0.00012886121056665534,,0
2017-10-06 09:00:00,154.66,154.81,154.81,154.67,153317.0,-0.0010333914616031947,0,0,154.98228395560668,-1,154.86188622222224,-0.0003096740016660382,,0
2017-10-06 09:05:00,154.65,154.66,154.74,154.69,160288.0,0.00012930755802686988,0,0,154.94782716448535,-1,154.8275089777778,-0.0002219864763568502,,0
2017-10-06 09:10:00,154.7,154.7,154.83,154.72,167237.0,0.00019393625961594552,0,0,154.90626173158827,-1,154.80600718222223,-0.00013887580894067497,,0
2017-10-06 09:15:00,154.62,154.72,154.73,154.62,175556.0,-0.000646328852119904,0,0,154.87300938527062,-1,154.7688057457778,-0.0002403100313842499,,0
2017-10-06 09:20:00,154.62,154.62,154.64,154.64,188351.0,0.00012934937265551838,0,0,154.8444075082165,-1,154.74304459662224,-0.00016644923394881772,,0
2017-10-06 09:25:00,154.69,154.69,154.8,154.7,202308.0,0.0003879979306777859,0,0,154.8035260065732,-1,154.7344356772978,-5.5633643159080925e-05,,0
2017-10-06 09:30:00,154.7,154.7,155.0,155.0,215977.0,0.0019392372333548735,1,1,154.77082080525855,1,154.78754854183825,0.00034325174165639183,,0
2017-10-06 09:35:00,154.83,154.97,155.49,155.24,1181581.0,0.0015483870967742952,1,1,154.64,1,154.8780388334706,0.0005846096309736204,154.87599999999998,1
2017-10-06 09:40:00,154.9787,155.23,155.25,155.16,1639398.0,-0.0005153311002319416,0,0,154.6532,1,154.93443106677648,0.0003641073565407993,154.90304761904758,1
2017-10-06 09:45:00,154.84,155.1699,155.1699,154.8955,1949639.0,-0.0017046919309100517,0,0,154.699344,1,154.92664485342118,-5.0254893645629295e-05,154.90232879818592,1
2017-10-06 09:50:00,154.56,154.89,154.9492,154.85,2406672.0,-0.0002937464290441172,0,0,154.74179648,1,154.91131588273694,-9.894341092031578e-05,154.89734510312059,1
2017-10-06 09:55:00,154.7,154.86,154.99,154.785,2649401.0,-0.00041976105908947403,0,0,154.78085276160002,1,154.88605270618956,-0.00016308154380739737,154.88664556949004,0
2017-10-06 10:00:00,154.73,154.785,154.89,154.74,2874650.0,-0.00029072584552758407,0,0,154.81678454067202,-1,154.85684216495164,-0.00018859374829138797,154.8726793247767,0
2017-10-06 10:05:00,154.73,154.73,154.97,154.9411,3134043.0,0.001299599327904799,1,1,154.84984177741825,1,154.8736937319613,0.00010882029346648281,154.87919557955988,0
2017-10-06 10:10:00,154.85,154.94,155.05,155.01,3342699.0,0.000444685109373788,0,0,154.8802544352248,1,154.90095498556906,0.0001760224925928533,154.8916531434113,1
2017-10-06 10:15:00,154.95,155.003,155.0534,154.99,3497945.0,-0.00012902393393965372,0,0,154.90823408040683,1,154.91876398845525,0.00011497025882034606,154.90101951070545,1
2017-10-06 10:20:00,154.7625,154.986,154.987,154.82,3723771.0,-0.001096844957739318,0,0,154.9339753539743,-1,154.8990111907642,-0.0001275042298459761,154.89330336682875,1
2017-10-06 10:25:00,154.78,154.8246,154.9925,154.99,3878792.0,0.0010980493476295816,1,1,154.95765732565636,1,154.91720895261136,0.00011748145909562524,154.90251256998792,1
2017-10-06 10:30:00,154.98,154.99,155.16,155.09,4047633.0,0.0006452029163170891,0,0,154.97944473960385,1,154.95176716208908,0.00022307534270327167,154.92036851570336,1
2017-10-06 10:35:00,154.94,155.08,155.1,154.982,4179769.0,-0.000696369849764733,0,0,154.9925,-1,154.95781372967127,3.9022256363541175e-05,154.92623818087446,1
2017-10-06 10:40:00,154.76,155.0,155.01,154.8499,4370250.0,-0.0008523570479153086,0,0,155.23,-1,154.936230983737,-0.00013928143031183282,154.91896787793405,1
2017-10-06 10:45:00,154.76,154.84,154.95,154.92,4511909.0,0.0004526964499169672,0,0,155.22119999999998,-1,154.9329847869896,-2.0951824675097264e-05,154.91906617527366,1
2017-10-06 10:50:00,154.85,154.93,154.96,154.86,4605945.0,-0.0003872966692485269,0,0,155.199504,-1,154.9183878295917,-9.421465298675713e-05,154.9134408252476,1
2017-10-06 10:55:00,154.72,154.85,154.92,154.78,4843129.0,-0.0005165956347669143,0,0,155.17954368,-1,154.89071026367336,-0.00017865901076108415,154.90073217522402,0
2017-10-06 11:00:00,154.63,154.78,154.78,154.7699,5060226.0,-6.525390877365478e-05,0,0,155.1483984384,-1,154.86654821093867,-0.00015599420193468383,154.88827196805983,0
2017-10-06 11:05:00,154.7635,154.77,154.89,154.87,5202313.0,0.0006467665870431016,0,0,155.08945468825598,-1,154.86723856875093,4.457759407827666e-06,154.88653178062555,0
2017-10-06 11:10:00,154.88,154.88,154.98,154.945,5360328.0,0.0004842771356621256,0,0,155.03994193813503,-1,154.88279085500074,0.0001004233457866377,154.89210018247073,0
2017-10-06 11:15:00,154.9139,154.95,154.97,154.96,5454806.0,9.680854496774138e-05,0,0,154.9983512280334,-1,154.8982326840006,9.970009524362666e-05,154.89856683175924,0
2017-10-06 11:20:00,154.96,154.96,155.175,155.12,5654852.0,0.0010325245224573898,1,1,154.96341503154807,1,154.94258614720047,0.00028633937541666654,154.91965570492502,1
2017-10-06 11:25:00,155.05,155.115,155.17,155.07,5870516.0,-0.00032233109850443586,0,0,154.78,1,154.96806891776038,0.00016446589148633173,154.93397420921787,1
2017-10-06 11:30:00,155.0,155.07,155.07,155.04,5977475.0,-0.0001934610176049789,0,0,154.7934,1,154.9824551342083,9.283342399757366e-05,154.94407190357808,1
2017-10-06 11:35:00,154.91,155.04,155.04,154.92,6088264.0,-0.0007739938080495445,0,0,154.806264,1,154.96996410736662,-8.059639286817077e-05,154.94177934133253,1
2017-10-06 11:40:00,154.84,154.925,154.925,154.91,6237049.0,-6.454944487466197e-05,0,0,154.81861344,1,154.9579712858933,-7.738803801360383e-05,154.9387527373961,1
2017-10-06 11:45:00,154.73,154.91,154.91,154.82,6378581.0,-0.0005809825059712725,0,0,154.8304689024,-1,154.93037702871464,-0.00017807575144201948,154.9274429528822,1
2017-10-06 11:50:00,154.83,154.83,154.909,154.84,6463290.0,0.0001291822761917416,0,0,154.841850146304,-1,154.9123016229717,-0.00011666792587472496,154.9191150526077,0
2017-10-06 11:55:00,154.7767,154.85,154.88,154.805,6591448.0,-0.00022603978300184124,0,0,154.85277614045185,-1,154.89084129837738,-0.00013853208795877592,154.90824695235935,0
2017-10-06 12:00:00,154.75,154.8,154.815,154.755,6692237.0,-0.0003229869836246513,0,0,155.115,-1,154.8636730387019,-0.00017540262192228262,154.8936520045156,0
2017-10-06 12:05:00,154.61,154.755,154.76,154.67,6901860.0,-0.0005492552744661428,0,0,155.103,-1,154.8249384309615,-0.0002501206834395475,154.87235181360933,0
2017-10-06 12:10:00,154.63,154.66,154.86,154.84,7021606.0,0.0010991142432277279,1,1,155.07556,-1,154.8279507447692,1.9456257100536334e-05,154.8692706885037,0
2017-10-06 12:15:00,154.7,154.84,154.85,154.79,7086062.0,-0.0003229139757169319,0,0,155.0503152,-1,154.82036059581534,-4.902311835386364e-05,154.86172109912238,0
2017-10-06 12:20:00,154.78,154.79,154.8801,154.8603,7209067.0,0.0004541637056658665,0,0,155.02708998399999,-1,154.82834847665228,5.159451125291703e-05,154.86158575634883,0
2017-10-06 12:25:00,154.82,154.865,155.0043,155.0,7377147.0,0.0009021033796265954,0,0,155.00572278528,-1,154.86267878132182,0.0002217313883878802,154.874768065268,0
2017-10-06 12:30:00,154.921,155.0,155.0522,155.03,7545958.0,0.0001935483870967314,0,0,154.76,1,154.89614302505746,0.00021608978999321238,154.889552059052,1
2017-10-06 12:35:00,155.0191,155.04,155.11,155.08,7656137.0,0.0003225182222796885,0,0,154.7696,1,154.93291442004596,0.0002373938709536727,154.9076899581899,1
2017-10-06 12:40:00,155.06,155.0822,155.11,155.11,7753365.0,0.00019344854268754652,0,0,154.791232,1,154.96833153603677,0.0002285964613999436,154.92695758121943,1
2017-10-06 12:45:00,155.02,155.105,155.11,155.09,7885007.0,-0.0001289407517246488,0,0,154.82614816,1,154.99266522882942,0.00015702364832526072,154.9424854306271,1
2017-10-06 12:50:00,154.93,155.1,155.1,154.95,7962763.0,-0.0009027016571023783,0,0,154.8707644544,1,154.98413218306354,-5.5054513407371e-05,154.94320110390072,1
2017-10-06 12:55:00,154.9,154.95,154.99,154.935,8093264.0,-9.680542110346302e-05,0,0,154.90824214169598,1,154.97430574645082,-6.340285598471773e-05,154.94242004638636,1
2017-10-06 13:00:00,154.93,154.935,155.08,155.04,8217638.0,0.0006777035531029263,0,0,154.93972339902461,1,154.98744459716065,8.478083283902649e-05,154.95171337530195,1
2017-10-06 13:05:00,154.99,155.03,155.11,154.99,8387816.0,-0.00032249742002055104,0,0,154.96616765518067,1,154.9879556777285,3.297561097292956e-06,154.9553597205113,1
2017-10-06 13:10:00,154.98,154.98,155.22,155.16,8581016.0,0.001096844957739096,1,1,154.98838083035176,1,155.0223645421828,0.00022200992524767926,154.9748492709388,1
2017-10-06 13:15:00,155.12,155.1601,155.24,155.23,8748029.0,0.0004511472028871921,0,0,155.00703989749547,1,155.06389163374624,0.0002678780683424975,154.99914934037318,1
2017-10-06 13:20:00,155.13,155.2255,155.25,155.14,8875984.0,-0.0005797848354055501,0,0,155.03765191799639,1,155.079113306997,9.816388000061238e-05,155.01256368890907,1
2017-10-06 13:25:00,155.01,155.135,155.14,155.0454,9008105.0,-0.0006097718190021251,0,0,155.07522153439712,-1,155.0723706455976,-4.347884931499291e-05,155.01569095663203,1
2017-10-06 13:30:00,154.98,155.05,155.08,155.0145,9103152.0,-0.00019929646413241464,0,0,155.2255,-1,155.0607965164781,-7.463695222642563e-05,155.0155775321909,1
2017-10-06 13:35:00,154.91,155.01,155.0488,154.95,9272351.0,-0.0004160901076997181,0,0,155.21968,-1,155.03863721318248,-0.00014290719378096117,155.0093320529346,1
2017-10-06 13:40:00,154.941,154.95,155.0477,155.042,9347301.0,0.0005937399161020096,0,0,155.20600960000002,-1,155.039309770546,4.337998421588551e-06,155.01244328598847,1
2017-10-06 13:45:00,155.01,155.0401,155.1,155.07,9485730.0,0.00018059622553878718,0,0,155.18701244800002,-1,155.0454478164368,3.9590255528576535e-05,155.0179248777991,1
2017-10-06 13:50:00,155.03,155.07,155.09,155.045,9578760.0,-0.00016121751467079726,0,0,155.17029495424,-1,155.04535825314943,-5.776582842065281e-07,155.02050346086585,1
2017-10-06 13:55:00,154.99,155.045,155.15,155.1401,9689903.0,0.0006133703118449407,0,0,155.1555835597312,-1,155.06430660251954,0.00012221165201964368,155.03189360745006,1
2017-10-06 14:00:00,155.0801,155.14,155.15,155.119,9786858.0,-0.00013600610029251836,0,0,155.14263753256347,-1,155.07524528201563,7.054285886787248e-05,155.04018945435956,1
2017-10-06 14:05:00,155.06,155.11,155.13,155.08,9875830.0,-0.00025141987764221163,0,0,155.14,-1,155.0761962256125,6.132143109960353e-06,155.04398093489675,1
2017-10-06 14:10:00,155.074,155.075,155.2,155.165,9992175.0,0.0005481042042814188,0,0,155.14,1,155.09395698049,0.00011452921408805494,155.0555065601447,1
2017-10-06 14:15:00,155.13,155.16,155.2,155.1534,10067540.0,-7.475912738041934e-05,0,0,155.0477,1,155.105845584392,7.665420454450178e-05,155.06482974489282,1
2017-10-06 14:20:00,155.1001,155.16,155.18,155.161,10146751.0,4.898377992357261e-05,0,0,155.052192,1,155.1168764675136,7.111842290696835e-05,155.0739888168078,1
2017-10-06 14:25:00,154.98,155.16,155.1793,155.025,10282041.0,-0.0008765089165446716,0,0,155.05650432,-1,155.0985011740109,-0.00011846095615886121,155.06932321520705,1
2017-10-06 14:30:00,154.95,155.02,155.07,155.0245,10377684.0,-3.2252862443016284e-06,0,0,155.06064414719998,-1,155.0837009392087,-9.542474421186942e-05,155.06505433756828,1
2017-10-06 14:35:00,154.98,155.025,155.04,155.025,10458077.0,3.2252966468693245e-06,0,0,155.16,-1,155.07196075136696,-7.570226768283117e-05,155.06123963875226,1
2017-10-06 14:40:00,154.97,155.02,155.06,155.03,10590977.0,3.225286244146197e-05,0,0,155.1552,-1,155.06356860109358,-5.411778011132906e-05,155.05826443506157,1
2017-10-06 14:45:00,155.01,155.023,155.08,155.03,10678285.0,0.0,0,0,155.15059200000002,-1,155.05685488087485,-4.329656720336583e-05,155.05557258410332,1
2017-10-06 14:50:00,155.0201,155.033,155.12,155.021,10898893.0,-5.8053280010406105e-05,0,0,155.14616832000002,-1,155.0496839046999,-4.624739861047722e-05,155.05227995704587,0
2017-10-06 14:55:00,155.01,155.02,155.09,155.07,11001503.0,0.00031608620767520357,0,0,155.14192158720002,-1,155.0537471237599,2.6205916437094245e-05,155.05396758018435,0
2017-10-06 15:00:00,155.0401,155.0731,155.1,155.09,11060082.0,0.00012897401173672662,0,0,155.13784472371202,-1,155.0609976990079,4.6761689946217544e-05,155.05739923921442,1
2017-10-06 15:05:00,155.02,155.09,155.09,155.0332,11162870.0,-0.0003662389580244563,0,0,155.13393093476353,-1,155.05543815920632,-3.585388901206077e-05,155.0550945497654,1
2017-10-06 15:10:00,155.0,155.03,155.045,155.0254,11263868.0,-5.031180418135772e-05,0,0,155.13017369737298,-1,155.04943052736505,-3.8745057333033905e-05,155.0522664974068,0
2017-10-06 15:15:00,155.01,155.025,155.1,155.0944,11535650.0,0.0004450883532634009,0,0,155.12656674947806,-1,155.05842442189203,5.8006627282614076e-05,155.05627921193948,1
2017-10-06 15:20:00,155.07,155.09,155.15,155.14,11856836.0,0.00029401448408172826,0,0,155.12310407949894,1,155.0747395375136,0.00010521915002303928,155.0642526203262,1
2017-10-06 15:25:00,155.11,155.14,155.23,155.2,12102478.0,0.0003867474539125393,0,0,155.04,1,155.09979163001088,0.00016154850604288562,155.07718094219987,1
2017-10-06 15:30:00,155.06,155.19,155.21,155.08,12314769.0,-0.000773195876288546,0,0,155.04399999999998,1,155.09583330400872,-2.5521156157393143e-05,155.07744942389513,1
2017-10-06 15:35:00,155.03,155.09,155.1,155.04,12499063.0,-0.0002579313902503211,0,0,155.05568,-1,155.084666643207,-7.199845775252012e-05,155.0738828120956,1
2017-10-06 15:40:00,155.02,155.04,155.1,155.095,12713186.0,0.00035474716202266166,0,0,155.0664256,1,155.08673331456558,1.3326084411291461e-05,155.0758939728484,1
2017-10-06 15:45:00,155.08,155.095,155.15,155.13,13026460.0,0.0002256681388825843,0,0,155.076311552,1,155.09538665165246,5.579675902600556e-05,155.08104692781524,1
2017-10-06 15:50:00,154.99,155.12,155.17,155.01,13383439.0,-0.0007735447689035668,0,0,155.08540662784,-1,155.07830932132197,-0.00011010856414994663,155.0742805537376,1
2017-10-06 15:55:00,155.005,155.005,155.34,155.2043,14118204.0,0.001253467518224527,1,1,155.0937740976128,1,155.10350745705756,0.0001624865259743924,155.08666335814354,1
2017-10-06 16:00:00,155.1747,155.2099,155.3,155.29,15056761.0,0.0005521754229746989,0,0,155.10147216980377,1,155.14080596564605,0.00024047495250112405,155.10602875260605,1
2017-10-06 16:05:00,155.27,155.3,155.38,155.32,16443442.0,0.0001931869405629172,0,0,155.11448350942732,1,155.17664477251685,0.0002310082550347481,155.12640696664357,1
2017-10-06 16:10:00,155.31,155.35,155.35,155.31,16454501.0,-6.438320885904236e-05,0,0,155.14416614791895,1,155.2033158180135,0.0001718753845705301,155.1438920174394,1
