Date,Open,High,Low,Close,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-10-03 09:35:00,5.51,5.51,5.59,5.55,3486.0,0.012773722627737127,1,1,5.48,1,5.491447173221035,0.0026727619648974077,5.486805,0.0,1,1,1,19347.3,19347.3,3486.0,5.55,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 09:40:00,5.48,5.54,5.56,5.5048,6920.0,-0.008144144144143994,0,0,5.48,1,5.494117738576828,0.0004863135839339172,5.48851880952381,0.0,0,0,1,38301.73866666667,57649.038666666675,10406.0,5.539980652187841,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 09:45:00,5.51,5.51,5.57,5.57,9160.0,0.011844208690597213,1,1,5.484800000000001,1,5.509294190861462,0.002762309256329365,5.496278922902494,0.0,1,1,1,50838.0,108487.03866666667,19566.0,5.544671300555385,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 09:50:00,5.495,5.55,5.55,5.55,12489.0,-0.0035906642728905647,0,0,5.489216000000001,1,5.51743535268917,0.0014777141219308731,5.501395215959399,0.0,0,1,1,69313.95,177800.98866666667,32055.0,5.546747423698851,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 09:55:00,5.496,5.522,5.54,5.52,15188.0,-0.005405405405405461,0,0,5.496510080000001,1,5.517948282151336,9.29651965773104e-05,5.5031671001537426,0.0,0,0,1,83949.13866666668,261750.12733333337,47243.0,5.540506050279054,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:00:00,5.51,5.51,5.54,5.54,16288.0,0.0036231884057971175,1,1,5.502928870400001,1,5.522358625721068,0.0007992723643313049,5.506674995377196,0.0,1,0,1,90072.64,351822.7673333334,63531.0,5.537812521970902,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:05:00,5.52,5.52,5.52,5.52,16698.0,-0.0036101083032491488,0,0,5.508577405952001,1,5.521886900576854,-8.54209543756923e-05,5.507944043436511,0.0,0,0,1,92172.95999999999,443995.72733333334,80229.0,5.534105215487334,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:10:00,5.48,5.49,5.51,5.49,18249.0,-0.005434782608695565,0,0,5.55,-1,5.5155095204614835,-0.0011549276959483823,5.506235086918748,0.0,0,0,1,100308.67000000001,544304.3973333334,98478.0,5.527167462106596,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:20:00,5.47,5.49,5.49,5.48,19053.0,-0.0018214936247722413,0,0,5.5484,-1,5.508407616369187,-0.0012876243012454047,5.5037365072122,0.0,0,0,1,104537.46,648841.8573333333,117531.0,5.520601861069278,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:25:00,5.42,5.46,5.46,5.43,21469.0,-0.009124087591241059,0,0,5.543728,-1,5.492726093095349,-0.0028468342152525583,5.4967139827158,-1.0,0,0,0,117006.05,765847.9073333334,139000.0,5.509697175059952,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:30:00,5.44,5.44,5.46,5.46,21869.0,0.005524861878453136,1,1,5.53368064,-1,5.48618087447628,-0.001191615694672521,5.493217412933343,0.0,1,0,0,119258.94666666666,885106.854,160869.0,5.502034910392929,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:35:00,5.445,5.45,5.47,5.46,26236.0,0.0,0,0,5.5248389632,-1,5.480944699581024,-0.0009544298693497932,5.490053849796834,0.0,0,0,0,143248.56,1028355.4140000001,187105.0,5.4961407445017505,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:40:00,5.45,5.45,5.45,5.45,26336.0,-0.001831501831501825,0,0,5.517058287616,-1,5.474755759664819,-0.001129173939061645,5.486239197435231,0.0,0,0,0,143531.2,1171886.614,213441.0,5.490447542880703,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:45:00,5.45,5.46,5.4608,5.45,27791.0,0.0,0,0,5.50632896159744,-1,5.469804607731855,-0.0009043603313670934,5.482787845298542,0.0,0,0,0,151653.63426666666,1323540.2482666667,241232.0,5.486586556786275,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 10:55:00,5.45,5.45,5.45,5.45,28075.0,0.0,0,0,5.497316327741849,-1,5.465843686185484,-0.0007241431514339869,5.4796651933653475,0.0,0,0,0,153008.75,1476548.9982666667,269307.0,5.482772442850229,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 11:00:00,5.43,5.45,5.45,5.44,31778.0,-0.0018348623853210455,0,0,5.489745715303154,-1,5.4606749489483875,-0.0009456430761385359,5.4758875559019815,0.0,0,0,0,173084.1733333333,1649633.1716,301085.0,5.478961660660611,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 11:05:00,5.44,5.45,5.46,5.45,32913.0,0.0018382352941175295,1,1,5.483386400854649,-1,5.45853995915871,-0.00039097543978305893,5.473422074387507,0.0,0,0,0,179485.56,1829118.7316,333998.0,5.476436181054977,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 11:10:00,5.44,5.45,5.46,5.44,34094.0,-0.0018348623853210455,0,0,5.478044576717905,-1,5.454831967326968,-0.0006793010327825755,5.470239019683935,0.0,0,0,0,185812.30000000002,2014931.0316,368092.0,5.473987567238625,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 11:25:00,5.44,5.44,5.45,5.45,35033.0,0.0018382352941175295,1,1,5.47355744444304,-1,5.453865573861575,-0.000177162829429367,5.46831149399975,0.0,0,0,0,190813.07333333333,2205744.1049333336,403125.0,5.471613283555556,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 11:35:00,5.46,5.48,5.48,5.48,36746.0,0.005504587155963359,1,1,5.45,1,5.45909245908926,0.0009583817490361746,5.469424685047393,0.0,1,0,0,201368.08000000002,2407112.1849333337,439871.0,5.47231389414927,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 11:40:00,5.46,5.49,5.49,5.4625,38065.0,-0.0031934306569343374,0,0,5.45,1,5.459773967271408,0.0001248390986698933,5.468765191233356,0.0,0,0,0,208627.92083333337,2615740.105766667,477936.0,5.472992421091249,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 11:50:00,5.46,5.46,5.4759,5.46,39393.0,-0.0004576659038901809,0,0,5.4532,1,5.4598191738171264,8.279929899934757e-06,5.467930411115893,0.0,0,0,0,215294.5629,2831034.668666667,517329.0,5.472406667066155,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 11:55:00,5.47,5.47,5.479,5.47,39921.0,0.001831501831501825,1,1,5.456144,1,5.4618553390537015,0.000372936387039946,5.468127514819142,0.0,0,0,0,218487.633,3049522.3016666668,557250.0,5.472449173022282,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
2017-10-03 12:00:00,5.475,5.48,5.51,5.51,41747.0,0.007312614259597838,1,1,5.45885248,1,5.471484271242961,0.0017629416364086659,5.472115370550652,0.0,1,1,0,229608.5,3279130.8016666668,598997.0,5.47436932349689,-1,0,0,1,0.0,0,0.0,20171010 16:13:24
