Date,Open,High,Low,Close,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-10-06 09:35:00,154.83,154.97,155.49,155.24,1181581.0,0.0015483870967742952,1,1,154.64,1,154.8780388334706,0.0005846096309736204,154.87599999999998,0.0,0,0,1,183420757.23333335,183420757.23333335,1181581.0,155.23333333333335,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 09:40:00,154.9787,155.23,155.25,155.16,1639398.0,-0.0005153311002319416,0,0,154.6532,1,154.93443106677648,0.0003641073565407993,154.90304761904758,0.0,0,0,1,254456428.24,437877185.47333336,2820979.0,155.22171043220575,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 09:45:00,154.84,155.1699,155.1699,154.8955,1949639.0,-0.0017046919309100517,0,0,154.699344,1,154.92664485342118,-5.0254893645629295e-05,154.90232879818592,0.0,0,0,1,302346961.6855667,740224147.1589,4770618.0,155.16315646293626,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 09:50:00,154.56,154.89,154.9492,154.85,2406672.0,-0.0002937464290441172,0,0,154.74179648,1,154.91131588273694,-9.894341092031578e-05,154.89734510312059,0.0,0,0,1,372784828.7808,1113008975.9397001,7177290.0,155.0737083132631,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 09:55:00,154.7,154.86,154.99,154.785,2649401.0,-0.00041976105908947403,0,0,154.78085276160002,1,154.88605270618956,-0.00016308154380739737,154.88664556949004,-1.0,0,0,0,410334811.21166664,1523343787.1513667,9826691.0,155.02103273129956,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 10:00:00,154.73,154.785,154.89,154.74,2874650.0,-0.00029072584552758407,0,0,154.81678454067202,-1,154.85684216495164,-0.00018859374829138797,154.8726793247767,0.0,0,0,0,445010193.24999994,1968353980.4013667,12701341.0,154.97213880025478,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 10:05:00,154.73,154.73,154.97,154.9411,3134043.0,0.001299599327904799,1,1,154.84984177741825,1,154.8736937319613,0.00010882029346648281,154.87919557955988,0.0,0,0,0,485401728.98910004,2453755709.3904667,15835384.0,154.95397581709838,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 10:10:00,154.85,154.94,155.05,155.01,3342699.0,0.000444685109373788,0,0,154.8802544352248,1,154.90095498556906,0.0001760224925928533,154.8916531434113,1.0,0,0,1,518118345.0,2971874054.3904667,19178083.0,154.96199773410444,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 10:15:00,154.95,155.003,155.0534,154.99,3497945.0,-0.00012902393393965372,0,0,154.90823408040683,1,154.91876398845525,0.00011497025882034606,154.90101951070545,0.0,0,0,1,542235576.5493333,3514109630.9398003,22676028.0,154.97024571233553,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 10:20:00,154.7625,154.986,154.987,154.82,3723771.0,-0.001096844957739318,0,0,154.9339753539743,-1,154.8990111907642,-0.0001275042298459761,154.89330336682875,0.0,0,0,1,576927564.8009999,4091037195.7408,26399799.0,154.964709986648,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 10:25:00,154.78,154.8246,154.9925,154.99,3878792.0,0.0010980493476295816,1,1,154.95765732565636,1,154.91720895261136,0.00011748145909562524,154.90251256998792,0.0,0,0,1,600963353.6744,4692000549.4152,30278591.0,154.96099370724352,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 10:30:00,154.98,154.99,155.16,155.09,4047633.0,0.0006452029163170891,0,0,154.97944473960385,1,154.95176716208908,0.00022307534270327167,154.92036851570336,0.0,0,0,1,627706925.6400001,5319707475.055201,34326224.0,154.9750265294313,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
2017-10-06 10:35:00,154.94,155.08,155.1,154.982,4179769.0,-0.000696369849764733,0,0,154.9925,-1,154.95781372967127,3.9022256363541175e-05,154.92623818087446,0.0,0,0,1,648089902.526,5967797377.581201,38505993.0,154.98359898370109,-1,0,0,1,0.0,0,0.0,20171010 16:14:56
