Date,Open,High,Low,Close,Volume,ClosePC,0.001<ClosePC<0.05,HighPC>0.001,SAR,SART,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-09-26 09:35:00,1.13,1.13,1.1334,1.1301,12647.0,8.849557522139229e-05,0,0,1.1151243021565762,1,1.1270503919900445,0.0006769156816610611,1.1172549999999999,0.0,0,0,1,14305.864833333333,14305.864833333333,12647.0,1.1311666666666667,-1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 09:40:00,1.1,1.11,1.1274,1.1001,53971.0,-0.026546323334218247,0,0,1.116909385897787,-1,1.1216603135920356,-0.004782464418908283,1.1156211904761903,0.0,0,0,1,60042.7375,74348.60233333334,66618.0,1.1160437469352629,1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 09:45:00,1.1,1.1,1.114,1.1001,68063.0,0.0,0,0,1.13,-1,1.1173482508736285,-0.0038443570358640544,1.1141429818594104,0.0,0,0,1,75189.19610000002,149537.79843333334,134681.0,1.110311019619199,1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 09:50:00,1.1013,1.1013,1.1145,1.1145,68484.0,0.013089719116443854,1,1,1.12936,-1,1.116778600698903,-0.0005098233019833476,1.1141769835870856,0.0,1,0,1,76024.0884,225561.88683333335,203165.0,1.110239887940016,1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 09:55:00,1.11,1.11,1.11,1.11,71889.0,-0.004037685060565233,0,0,1.1287456,-1,1.1154228805591224,-0.0012139560508520608,1.1137791756264108,0.0,0,0,1,79796.79000000001,305358.67683333333,275054.0,1.1101771900548014,1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 10:00:00,1.11,1.11,1.1256,1.12,79245.0,0.009009009009008917,1,1,1.127245952,-1,1.1163383044472979,0.0008206967098582929,1.1143716350905621,0.0,1,0,1,88638.174,393996.85083333333,354299.0,1.1120461836847786,1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 10:05:00,1.11,1.11,1.11,1.11,81745.0,-0.008928571428571397,0,0,1.12586627584,-1,1.1150706435578384,-0.0011355526227214696,1.113955288891461,0.0,0,0,1,90736.95000000001,484733.80083333334,436044.0,1.1116625864209422,1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 10:10:00,1.1,1.11,1.12,1.1,95391.0,-0.009009009009009028,0,0,1.1245969737728,-1,1.1120565148462707,-0.0027030831893758434,1.1126262137589409,-1.0,0,0,0,105884.01000000001,590617.8108333333,531435.0,1.1113641571092105,1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 10:15:00,1.109,1.109,1.109,1.109,95571.0,0.008181818181818068,1,1,1.123429215870976,-1,1.1114452118770166,-0.0005497049485282401,1.1122808600676133,0.0,1,0,0,105988.239,696606.0498333334,627006.0,1.1110038019306567,1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 10:20:00,1.108,1.11,1.11,1.108,143871.0,-0.0009017132551847329,0,0,1.121697709966459,-1,1.1107561695016133,-0.000619951724151746,1.111873159108793,0.0,0,0,0,159600.89600000004,856206.9458333334,770877.0,1.1106920375537646,1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 10:25:00,1.1,1.11,1.115,1.1105,155210.0,0.002256317689530718,1,1,1.120173984770484,-1,1.1107049356012906,-4.6125244882233574e-05,1.1117423820508125,0.0,0,0,0,172567.65166666667,1028774.5975000001,926087.0,1.1108833160383422,-1,0,0,1,0.0,0,0.0,20171010 16:10:57
2017-09-26 10:30:00,1.125,1.125,1.125,1.125,156189.0,0.013057181449797284,1,1,1.109,1,1.1135639484810325,0.002574052557166473,1.1130050123316875,1.0,1,1,1,175712.625,1204487.2225000001,1082276.0,1.1129205697068032,1,1,1,1,1.125,2,2.25,20171010 16:10:57
2017-09-26 10:45:00,1.12,1.12,1.1201,1.1201,161352.0,-0.004355555555555446,0,0,1.10964,1,1.114871158784826,0.0011738978309925319,1.1136807254429553,0.0,0,1,1,180724.9968,1385212.2193000002,1243628.0,1.1138477256060495,1,0,1,1,1.1201,2,2.2402,20171010 16:10:57
2017-09-26 10:55:00,1.1275,1.1275,1.1275,1.1275,164352.0,0.006606552986340386,1,1,1.1102543999999999,1,1.1173969270278608,0.0022655247856513405,1.1149968468293405,0.0,1,1,1,185306.88,1570519.0993000004,1407980.0,1.1154413409991621,1,0,1,1,1.1275,2,2.255,20171010 16:10:57
2017-09-26 11:20:00,1.12,1.12,1.12,1.12,164463.0,-0.006651884700665023,0,0,1.1116340479999998,1,1.1179175416222886,0.00046591733146494896,1.1154733376074986,0.0,0,0,1,184198.56000000003,1754717.6593000004,1572443.0,1.1159181345842109,1,0,1,1,1.12,2,2.24,20171010 16:10:57
2017-09-26 11:35:00,1.125,1.125,1.125,1.125,167713.0,0.004464285714285587,1,1,1.1129033241599997,1,1.119334033297831,0.00126708064128489,1.1163806387877369,0.0,1,1,1,188677.125,1943394.7843000004,1740156.0,1.1167934278880747,1,0,1,1,1.125,2,2.25,20171010 16:10:57
2017-09-26 11:50:00,1.12,1.125,1.125,1.1201,187713.0,-0.004355555555555446,0,0,1.1140710582271998,1,1.1194872266382647,0.00013686114767930135,1.1167348636650953,0.0,0,0,1,210870.5271,2154265.3114000005,1927869.0,1.1174334518579843,1,0,1,1,1.1201,2,2.2402,20171010 16:10:57
2017-09-26 11:55:00,1.1201,1.1201,1.1201,1.1201,189168.0,0.0,0,0,1.1151453735690238,1,1.1196097813106118,0.00010947393541527184,1.1170553528398481,0.0,0,0,1,211887.0768,2366152.3882000004,2117037.0,1.117671721467315,1,0,1,1,1.1201,2,2.2402,20171010 16:10:57
2017-09-26 12:25:00,1.126,1.126,1.126,1.126,189473.0,0.005267386840460464,1,1,1.116133743683502,1,1.1208878250484895,0.0011415081925969517,1.1179072239979577,0.0,1,1,1,213346.59799999997,2579498.9862,2306510.0,1.1183558650081726,1,0,1,1,1.126,2,2.252,20171010 16:10:57
2017-09-26 12:30:00,1.12,1.12,1.12,1.12,190473.0,-0.005328596802841701,0,0,1.1170430441888217,1,1.1207102600387917,-0.000158414611819091,1.1181065359981521,0.0,0,0,1,213329.76,2792828.7462,2496983.0,1.1184812816907443,1,0,1,1,1.12,2,2.24,20171010 16:10:57
2017-09-26 12:40:00,1.12,1.12,1.1205,1.1205,200973.0,0.00044642857142851433,0,0,1.117879600653716,1,1.1206682080310333,-3.752264011303019e-05,1.118334484950709,0.0,0,0,1,225156.75099999996,3017985.4972,2697956.0,1.1186192425673362,1,0,1,1,1.1205,2,2.241,20171010 16:10:57
2017-09-26 12:45:00,1.12,1.12,1.12,1.12,202073.0,-0.00044622936189198104,0,0,1.1186492326014186,1,1.1205345664248267,-0.00011925171540405621,1.1184931054315939,0.0,0,0,1,226321.76,3244307.2572,2900029.0,1.1187154532592605,1,0,1,1,1.12,2,2.24,20171010 16:10:57
2017-09-26 12:50:00,1.11,1.11,1.11,1.11,202173.0,-0.008928571428571397,0,0,1.1275,-1,1.1184276531398614,-0.0018802751366141512,1.1176842382476326,0.0,0,0,1,224412.03000000003,3468719.2872,3102202.0,1.1181474601589452,1,0,1,1,1.11,2,2.22,20171010 16:10:57
2017-09-26 12:55:00,1.11,1.12,1.12,1.11,222373.0,0.0,0,0,1.1268,-1,1.1167421225118892,-0.001507053785052781,1.1169524060335725,-1.0,0,0,0,248316.51666666672,3717035.8038666667,3324575.0,1.1180484133661195,-1,0,1,1,1.11,2,2.22,20171010 16:10:57
2017-09-26 13:00:00,1.11,1.1101,1.1101,1.11,233220.0,0.0,0,0,1.126128,-1,1.1153936980095114,-0.00120746273933392,1.1162902721256132,0.0,0,0,0,258889.74800000002,3975925.551866667,3557795.0,1.117525195202834,-1,0,1,1,1.11,2,2.22,20171010 16:10:57
