Date,Close,High,Low,Open,Volume,timestamp
2017-09-20 09:55:00,2.48,2.4864,2.4864,2.48,5514.0,20171010 12:41:04 700519
2017-09-20 10:00:00,2.441,2.47,2.48,2.441,8914.0,20171010 12:41:04 700519
2017-09-20 10:05:00,2.4801,2.4685,2.52,2.45,32236.0,20171010 12:41:04 700519
2017-09-20 10:10:00,2.49,2.48,2.52,2.48,36986.0,20171010 12:41:04 700519
2017-09-20 10:15:00,2.51,2.52,2.52,2.51,38586.0,20171010 12:41:04 700519
2017-09-20 10:20:00,2.52,2.512,2.63,2.512,41086.0,20171010 12:41:04 700519
2017-09-20 10:25:00,2.5401,2.5489,2.5505,2.5401,43242.0,20171010 12:41:04 700519
2017-09-20 10:30:00,2.61,2.61,2.61,2.61,43483.0,20171010 12:41:04 700519
2017-09-20 10:35:00,2.599,2.57,2.599,2.57,47298.0,20171010 12:41:04 700519
2017-09-20 10:40:00,2.56,2.56,2.56,2.56,47718.0,20171010 12:41:04 699519
2017-09-20 10:50:00,2.5601,2.56,2.5601,2.56,48641.0,20171010 12:41:04 699519
2017-09-20 10:55:00,2.56,2.59,2.59,2.56,49161.0,20171010 12:41:04 699519
2017-09-20 11:00:00,2.56,2.5601,2.5601,2.56,49761.0,20171010 12:41:04 699519
2017-09-20 11:05:00,2.6,2.6,2.6,2.6,49862.0,20171010 12:41:04 699519
2017-09-20 11:10:00,2.6,2.6,2.6,2.6,50012.0,20171010 12:41:04 699519
2017-09-20 11:20:00,2.6,2.59,2.6,2.59,50262.0,20171010 12:41:04 699519
2017-09-20 11:30:00,2.5601,2.5899,2.5899,2.5601,50712.0,20171010 12:41:04 699519
2017-09-20 11:35:00,2.55,2.56,2.57,2.505,54052.0,20171010 12:41:04 699519
2017-09-20 11:50:00,2.51,2.56,2.56,2.51,55508.0,20171010 12:41:04 699519
2017-09-20 12:05:00,2.5301,2.5585,2.5585,2.5301,56008.0,20171010 12:41:04 699519
2017-09-20 12:10:00,2.57,2.58,2.58,2.53,56822.0,20171010 12:41:04 699519
2017-09-20 12:30:00,2.57,2.53,2.57,2.53,57103.0,20171010 12:41:04 699519
2017-09-20 12:40:00,2.5301,2.5639,2.5639,2.5301,57918.0,20171010 12:41:04 699519
2017-09-20 12:55:00,2.53,2.53,2.53,2.53,58031.0,20171010 12:41:04 698519
2017-09-20 13:05:00,2.5301,2.55,2.55,2.5301,58231.0,20171010 12:41:04 698519
2017-09-20 13:20:00,2.5301,2.55,2.55,2.5301,59131.0,20171010 12:41:04 698519
2017-09-20 13:50:00,2.5361,2.5361,2.5361,2.5361,59363.0,20171010 12:41:04 698519
2017-09-20 13:55:00,2.546,2.5458,2.546,2.5458,59613.0,20171010 12:41:04 698519
2017-09-20 14:00:00,2.5458,2.5458,2.5458,2.5401,59923.0,20171010 12:41:04 698519
2017-09-20 14:05:00,2.55,2.55,2.55,2.55,60023.0,20171010 12:41:04 698519
2017-09-20 14:15:00,2.55,2.55,2.55,2.55,60123.0,20171010 12:41:04 698519
2017-09-20 14:25:00,2.5,2.544,2.544,2.5,63358.0,20171010 12:41:04 698519
2017-09-20 14:30:00,2.5,2.5263,2.5263,2.5,64654.0,20171010 12:41:04 698519
2017-09-20 14:40:00,2.5001,2.5264,2.5264,2.5,67155.0,20171010 12:41:04 698519
2017-09-20 14:45:00,2.5,2.5,2.5,2.5,67255.0,20171010 12:41:04 698519
2017-09-20 15:00:00,2.51,2.54,2.54,2.51,67590.0,20171010 12:41:04 698519
2017-09-20 15:25:00,2.54,2.54,2.54,2.54,67690.0,20171010 12:41:04 698519
2017-09-20 15:35:00,2.54,2.54,2.54,2.54,67832.0,20171010 12:41:04 697520
2017-09-20 15:40:00,2.5101,2.534,2.54,2.5101,69032.0,20171010 12:41:04 697520
2017-09-20 15:45:00,2.5161,2.5161,2.5161,2.5161,69132.0,20171010 12:41:04 697520
2017-09-20 15:50:00,2.54,2.52,2.54,2.51,71232.0,20171010 12:41:04 697520
2017-09-20 16:00:00,2.53,2.5274,2.53,2.5274,71682.0,20171010 12:41:04 697520
2017-09-20 16:05:00,2.53,2.53,2.53,2.53,71922.0,20171010 12:41:04 697520
2017-09-21 09:55:00,2.54,2.54,2.54,2.54,136.0,20171010 12:41:04 697520
2017-09-21 10:00:00,2.54,2.54,2.54,2.54,308.0,20171010 12:41:04 697520
2017-09-21 10:10:00,2.54,2.54,2.54,2.54,465.0,20171010 12:41:04 697520
2017-09-21 11:35:00,2.54,2.53,2.54,2.53,3954.0,20171010 12:41:04 697520
2017-09-21 11:45:00,2.54,2.54,2.54,2.54,4164.0,20171010 12:41:04 697520
2017-09-21 12:00:00,2.5274,2.525,2.54,2.521,14179.0,20171010 12:41:04 697520
2017-09-21 12:05:00,2.54,2.53,2.54,2.53,15191.0,20171010 12:41:04 697520
2017-09-21 12:20:00,2.5501,2.5501,2.5501,2.5501,15301.0,20171010 12:41:04 696519
2017-09-21 12:25:00,2.5501,2.55,2.5501,2.55,16521.0,20171010 12:41:04 696519
2017-09-21 12:30:00,2.5401,2.56,2.5605,2.54,18021.0,20171010 12:41:04 696519
2017-09-21 12:45:00,2.5557,2.5557,2.5557,2.5557,18231.0,20171010 12:41:04 696519
2017-09-21 12:50:00,2.5501,2.5501,2.5501,2.5501,18336.0,20171010 12:41:04 696519
2017-09-21 13:05:00,2.5501,2.563,2.563,2.5501,19947.0,20171010 12:41:04 696519
2017-09-21 13:20:00,2.5501,2.5501,2.5501,2.5501,20067.0,20171010 12:41:04 696519
2017-09-21 13:25:00,2.5501,2.5501,2.56,2.5501,21947.0,20171010 12:41:04 696519
2017-09-21 13:35:00,2.5501,2.5501,2.5501,2.5501,22057.0,20171010 12:41:04 696519
2017-09-21 13:40:00,2.57,2.57,2.57,2.57,22167.0,20171010 12:41:04 696519
2017-09-21 13:45:00,2.569,2.56,2.57,2.56,24391.0,20171010 12:41:04 696519
2017-09-21 14:05:00,2.5701,2.59,2.59,2.5701,26776.0,20171010 12:41:04 696519
2017-09-21 14:10:00,2.59,2.571,2.59,2.571,27086.0,20171010 12:41:04 696519
2017-09-21 14:25:00,2.58,2.58,2.58,2.58,27263.0,20171010 12:41:04 696519
2017-09-21 14:30:00,2.6,2.6,2.6,2.6,27402.0,20171010 12:41:04 695518
2017-09-21 14:40:00,2.585,2.59,2.5999,2.585,27998.0,20171010 12:41:04 695518
2017-09-21 14:45:00,2.57,2.57,2.57,2.57,28512.0,20171010 12:41:04 695518
2017-09-21 14:50:00,2.58,2.58,2.58,2.58,28646.0,20171010 12:41:04 695518
2017-09-21 15:00:00,2.5762,2.5762,2.5762,2.5762,28896.0,20171010 12:41:04 695518
2017-09-21 15:10:00,2.59,2.59,2.59,2.5801,29401.0,20171010 12:41:04 695518
2017-09-21 15:30:00,2.5862,2.58,2.5862,2.58,29686.0,20171010 12:41:04 695518
2017-09-21 15:45:00,2.6,2.6,2.6,2.6,29865.0,20171010 12:41:04 695518
2017-09-21 15:50:00,2.59,2.6,2.6,2.59,30980.0,20171010 12:41:04 695518
2017-09-21 16:00:00,2.5801,2.58,2.5976,2.58,33778.0,20171010 12:41:04 695518
2017-09-22 09:35:00,2.58,2.58,2.58,2.58,103.0,20171010 12:41:04 695518
2017-09-22 10:10:00,2.5937,2.5937,2.5937,2.5937,938.0,20171010 12:41:04 695518
2017-09-22 10:15:00,2.59,2.5999,2.5999,2.59,1738.0,20171010 12:41:04 695518
2017-09-22 10:20:00,2.5948,2.5948,2.5948,2.5948,1937.0,20171010 12:41:04 694519
2017-09-22 10:25:00,2.586,2.586,2.586,2.586,2611.0,20171010 12:41:04 694519
2017-09-22 10:30:00,2.5801,2.5801,2.5801,2.5801,2711.0,20171010 12:41:04 694519
2017-09-22 10:55:00,2.581,2.581,2.581,2.581,3094.0,20171010 12:41:04 694519
2017-09-22 11:05:00,2.585,2.585,2.585,2.58,3564.0,20171010 12:41:04 694519
2017-09-22 11:10:00,2.6,2.6,2.6,2.6,3664.0,20171010 12:41:04 694519
2017-09-22 11:20:00,2.5948,2.5948,2.5948,2.5948,4091.0,20171010 12:41:04 694519
2017-09-22 11:25:00,2.57,2.581,2.581,2.57,6862.0,20171010 12:41:04 694519
2017-09-22 11:30:00,2.5301,2.57,2.57,2.5301,9530.0,20171010 12:41:04 694519
2017-09-22 11:45:00,2.5177,2.53,2.53,2.48,13124.0,20171010 12:41:04 694519
2017-09-22 11:55:00,2.5,2.5099,2.5099,2.5,14264.0,20171010 12:41:04 694519
2017-09-22 12:10:00,2.5079,2.5079,2.5079,2.5079,14668.0,20171010 12:41:04 694519
2017-09-22 12:15:00,2.49,2.4901,2.4901,2.49,15557.0,20171010 12:41:04 694519
2017-09-22 12:20:00,2.4801,2.49,2.4964,2.4801,16615.0,20171010 12:41:04 694519
2017-09-22 12:30:00,2.4801,2.4801,2.4801,2.4801,16746.0,20171010 12:41:04 693519
2017-09-22 12:45:00,2.4901,2.5179,2.5179,2.4901,17452.0,20171010 12:41:04 693519
2017-09-22 13:00:00,2.4901,2.4901,2.4901,2.4901,17552.0,20171010 12:41:04 693519
2017-09-22 13:05:00,2.4801,2.505,2.505,2.4801,18358.0,20171010 12:41:04 693519
2017-09-22 13:15:00,2.4892,2.485,2.5,2.485,19363.0,20171010 12:41:04 693519
2017-09-22 13:25:00,2.5001,2.5095,2.5199,2.5001,25465.0,20171010 12:41:04 693519
2017-09-22 13:35:00,2.5001,2.5001,2.5001,2.5001,25565.0,20171010 12:41:04 693519
2017-09-22 13:40:00,2.5172,2.52,2.52,2.4801,29040.0,20171010 12:41:04 693519
2017-09-22 13:55:00,2.4801,2.4801,2.4801,2.4801,29141.0,20171010 12:41:04 693519
2017-09-22 14:00:00,2.5002,2.5002,2.5002,2.5002,29334.0,20171010 12:41:04 693519
2017-09-22 14:10:00,2.4801,2.4801,2.4801,2.4801,29504.0,20171010 12:41:04 693519
2017-09-22 14:15:00,2.4999,2.4999,2.4999,2.4999,29658.0,20171010 12:41:04 693519
2017-09-22 14:20:00,2.48,2.48,2.48,2.48,29764.0,20171010 12:41:04 693519
2017-09-22 14:40:00,2.4701,2.481,2.481,2.4701,37160.0,20171010 12:41:04 693519
2017-09-22 14:50:00,2.4701,2.48,2.48,2.4701,39264.0,20171010 12:41:04 692519
2017-09-22 15:05:00,2.4701,2.4701,2.4701,2.4701,39366.0,20171010 12:41:04 692519
2017-09-22 15:15:00,2.48,2.47,2.48,2.4601,40760.0,20171010 12:41:04 692519
2017-09-22 15:20:00,2.4601,2.4601,2.4687,2.4601,42161.0,20171010 12:41:04 692519
2017-09-22 15:30:00,2.4701,2.477,2.477,2.4701,42365.0,20171010 12:41:04 692519
2017-09-22 15:40:00,2.471,2.4701,2.471,2.4701,42567.0,20171010 12:41:04 692519
2017-09-22 15:45:00,2.4701,2.4701,2.4701,2.4701,42701.0,20171010 12:41:04 692519
2017-09-22 15:50:00,2.48,2.48,2.48,2.48,43003.0,20171010 12:41:04 692519
2017-09-22 15:55:00,2.475,2.475,2.475,2.475,43310.0,20171010 12:41:04 692519
2017-09-22 16:00:00,2.475,2.4701,2.475,2.4701,43920.0,20171010 12:41:04 692519
2017-09-22 16:05:00,2.48,2.48,2.48,2.48,47189.0,20171010 12:41:04 692519
2017-09-25 09:35:00,2.45,2.45,2.45,2.45,698.0,20171010 12:41:04 692519
2017-09-25 09:45:00,2.4484,2.4484,2.4484,2.4484,1720.0,20171010 12:41:04 692519
2017-09-25 09:50:00,2.45,2.45,2.45,2.45,1820.0,20171010 12:41:04 691519
2017-09-25 11:00:00,2.4402,2.4402,2.4402,2.4402,3908.0,20171010 12:41:04 691519
2017-09-25 11:20:00,2.4581,2.4581,2.4581,2.4581,4466.0,20171010 12:41:04 691519
2017-09-25 11:40:00,2.41,2.45,2.45,2.41,4713.0,20171010 12:41:04 691519
2017-09-25 11:45:00,2.401,2.401,2.401,2.401,4867.0,20171010 12:41:04 691519
2017-09-25 11:55:00,2.4342,2.4342,2.4342,2.4342,5482.0,20171010 12:41:04 691519
2017-09-25 12:05:00,2.41,2.45,2.45,2.41,6182.0,20171010 12:41:04 691519
2017-09-25 12:20:00,2.41,2.45,2.45,2.41,6882.0,20171010 12:41:04 691519
2017-09-25 12:35:00,2.4,2.42,2.42,2.39,9622.0,20171010 12:41:04 691519
2017-09-25 12:45:00,2.4,2.4,2.4,2.4,10522.0,20171010 12:41:04 691519
2017-09-25 12:55:00,2.4,2.4,2.4,2.4,10822.0,20171010 12:41:04 691519
2017-09-25 13:00:00,2.4,2.39,2.4,2.39,11622.0,20171010 12:41:04 691519
2017-09-25 13:05:00,2.4,2.4,2.4,2.4,12122.0,20171010 12:41:04 691519
2017-09-25 13:10:00,2.4,2.4,2.4,2.4,12522.0,20171010 12:41:04 691519
2017-09-25 13:45:00,2.4,2.3962,2.4,2.3962,12722.0,20171010 12:41:04 690518
2017-09-25 13:55:00,2.3953,2.39,2.3953,2.39,14427.0,20171010 12:41:04 690518
2017-09-25 14:05:00,2.2,2.33,2.4,2.2,20929.0,20171010 12:41:04 690518
2017-09-25 14:10:00,2.18,2.14,2.25,2.07,37944.0,20171010 12:41:04 690518
2017-09-25 14:15:00,2.2,2.19,2.22,2.19,38856.0,20171010 12:41:04 690518
2017-09-25 14:20:00,2.245,2.22,2.25,2.2,45467.0,20171010 12:41:04 690518
2017-09-25 14:25:00,2.19,2.21,2.21,2.19,47567.0,20171010 12:41:04 690518
2017-09-25 14:35:00,2.2348,2.19,2.25,2.18,54216.0,20171010 12:41:04 690518
2017-09-25 14:40:00,2.24,2.2279,2.2868,2.2279,61064.0,20171010 12:41:04 690518
2017-09-25 14:45:00,2.29,2.25,2.3,2.25,63614.0,20171010 12:41:04 690518
2017-09-25 14:50:00,2.26,2.25,2.26,2.25,64714.0,20171010 12:41:04 690518
2017-09-25 14:55:00,2.26,2.26,2.26,2.26,65017.0,20171010 12:41:04 690518
2017-09-25 15:10:00,2.25,2.25,2.25,2.25,65250.0,20171010 12:41:04 690518
2017-09-25 15:25:00,2.27,2.25,2.27,2.25,66044.0,20171010 12:41:04 690518
2017-09-25 15:30:00,2.2848,2.2848,2.2848,2.2848,66184.0,20171010 12:41:04 689518
2017-09-25 15:35:00,2.27,2.27,2.27,2.27,66896.0,20171010 12:41:04 689518
2017-09-25 15:40:00,2.2703,2.27,2.2703,2.27,69469.0,20171010 12:41:04 689518
2017-09-25 15:50:00,2.28,2.27,2.2988,2.27,74848.0,20171010 12:41:04 689518
2017-09-25 15:55:00,2.3,2.29,2.3,2.28,77585.0,20171010 12:41:04 689518
2017-09-25 16:00:00,2.3,2.299,2.3,2.28,79369.0,20171010 12:41:04 689518
2017-09-25 16:05:00,2.3,2.3,2.3,2.3,79643.0,20171010 12:41:04 689518
2017-09-26 09:35:00,2.3,2.3,2.3,2.3,238.0,20171010 12:41:04 689518
2017-09-26 09:40:00,2.36,2.36,2.36,2.36,438.0,20171010 12:41:04 689518
2017-09-26 09:45:00,2.3,2.31,2.31,2.3,944.0,20171010 12:41:04 689518
2017-09-26 09:50:00,2.2999,2.2999,2.2999,2.2999,1728.0,20171010 12:41:04 689518
2017-09-26 09:55:00,2.24,2.28,2.28,2.24,2978.0,20171010 12:41:04 689518
2017-09-26 10:10:00,2.298,2.24,2.31,2.2115,10576.0,20171010 12:41:04 689518
2017-09-26 10:35:00,2.28,2.27,2.28,2.27,10777.0,20171010 12:41:04 688518
2017-09-26 10:45:00,2.3,2.3,2.3,2.3,11177.0,20171010 12:41:04 688518
2017-09-26 10:50:00,2.26,2.281,2.281,2.26,12377.0,20171010 12:41:04 688518
2017-09-26 10:55:00,2.25,2.25,2.25,2.25,12577.0,20171010 12:41:04 688518
2017-09-26 11:00:00,2.26,2.27,2.28,2.26,15792.0,20171010 12:41:04 688518
2017-09-26 11:10:00,2.28,2.26,2.2999,2.26,16690.0,20171010 12:41:04 688518
2017-09-26 11:25:00,2.3,2.3,2.3,2.3,16890.0,20171010 12:41:04 688518
2017-09-26 12:25:00,2.27,2.2801,2.2801,2.27,17492.0,20171010 12:41:04 688518
2017-09-26 12:35:00,2.3,2.3,2.3,2.3,17692.0,20171010 12:41:04 688518
2017-09-26 13:20:00,2.27,2.29,2.29,2.27,18002.0,20171010 12:41:04 688518
2017-09-26 13:25:00,2.2756,2.2756,2.2756,2.2756,18492.0,20171010 12:41:04 688518
2017-09-26 13:45:00,2.28,2.3,2.3,2.28,18815.0,20171010 12:41:04 688518
2017-09-26 13:55:00,2.3,2.3,2.3,2.3,18981.0,20171010 12:41:04 688518
2017-09-26 14:10:00,2.31,2.31,2.31,2.31,19103.0,20171010 12:41:04 688518
2017-09-26 14:25:00,2.31,2.31,2.31,2.3,19703.0,20171010 12:41:04 687518
2017-09-26 14:40:00,2.31,2.31,2.3101,2.31,20404.0,20171010 12:41:04 687518
2017-09-26 14:45:00,2.33,2.33,2.33,2.33,20504.0,20171010 12:41:04 687518
2017-09-26 15:10:00,2.34,2.34,2.34,2.34,20854.0,20171010 12:41:04 687518
2017-09-26 15:15:00,2.3399,2.3399,2.3399,2.3399,20954.0,20171010 12:41:04 687518
2017-09-26 15:40:00,2.34,2.34,2.34,2.34,21054.0,20171010 12:41:04 687518
2017-09-26 15:50:00,2.34,2.34,2.34,2.34,21454.0,20171010 12:41:04 687518
2017-09-26 16:00:00,2.35,2.35,2.35,2.35,21555.0,20171010 12:41:04 687518
2017-09-27 09:35:00,2.35,2.35,2.35,2.35,102.0,20171010 12:41:04 687518
2017-09-27 09:50:00,2.3444,2.3444,2.3444,2.3444,1111.0,20171010 12:41:04 687518
2017-09-27 09:55:00,2.34,2.34,2.34,2.34,1211.0,20171010 12:41:04 687518
2017-09-27 10:05:00,2.284,2.284,2.284,2.284,1711.0,20171010 12:41:04 687518
2017-09-27 10:15:00,2.3,2.28,2.3,2.28,2488.0,20171010 12:41:04 687518
2017-09-27 10:20:00,2.33,2.34,2.34,2.33,2706.0,20171010 12:41:04 686518
2017-09-27 10:25:00,2.33,2.3384,2.3384,2.3,7836.0,20171010 12:41:04 686518
2017-09-27 10:30:00,2.27,2.2771,2.33,2.24,9296.0,20171010 12:41:04 686518
2017-09-27 10:35:00,2.34,2.31,2.34,2.31,9796.0,20171010 12:41:04 686518
2017-09-27 10:40:00,2.3399,2.31,2.34,2.31,10596.0,20171010 12:41:04 686518
2017-09-27 10:50:00,2.318,2.318,2.318,2.318,10711.0,20171010 12:41:04 686518
2017-09-27 11:00:00,2.31,2.34,2.34,2.31,11955.0,20171010 12:41:04 686518
2017-09-27 11:05:00,2.31,2.31,2.31,2.31,12060.0,20171010 12:41:04 686518
2017-09-27 11:15:00,2.32,2.3399,2.3399,2.31,13198.0,20171010 12:41:04 686518
2017-09-27 11:35:00,2.3,2.301,2.301,2.3,13835.0,20171010 12:41:04 686518
2017-09-27 11:45:00,2.2501,2.23,2.2501,2.2,15339.0,20171010 12:41:04 686518
2017-09-27 11:50:00,2.22,2.2005,2.22,2.2005,17441.0,20171010 12:41:04 686518
2017-09-27 11:55:00,2.22,2.22,2.22,2.22,17741.0,20171010 12:41:04 686518
2017-09-27 12:00:00,2.27,2.26,2.27,2.26,18302.0,20171010 12:41:04 686518
2017-09-27 12:15:00,2.22,2.2899,2.2899,2.22,19221.0,20171010 12:41:04 685519
2017-09-27 12:20:00,2.26,2.22,2.2899,2.22,19821.0,20171010 12:41:04 685519
2017-09-27 12:25:00,2.2777,2.26,2.2777,2.2501,21226.0,20171010 12:41:04 685519
2017-09-27 12:30:00,2.25,2.25,2.25,2.25,21426.0,20171010 12:41:04 685519
2017-09-27 12:45:00,2.2601,2.275,2.275,2.2601,21731.0,20171010 12:41:04 685519
2017-09-27 12:55:00,2.35,2.22,2.35,2.22,26869.0,20171010 12:41:04 685519
2017-09-27 13:00:00,2.23,2.23,2.23,2.23,26979.0,20171010 12:41:04 685519
2017-09-27 13:15:00,2.2501,2.24,2.26,2.24,28292.0,20171010 12:41:04 685519
2017-09-27 13:20:00,2.35,2.35,2.35,2.35,28392.0,20171010 12:41:04 685519
2017-09-27 13:25:00,2.33,2.3444,2.3444,2.2701,30892.0,20171010 12:41:04 685519
2017-09-27 13:30:00,2.27,2.27,2.27,2.27,31097.0,20171010 12:41:04 685519
2017-09-27 13:45:00,2.28,2.3,2.3,2.28,31358.0,20171010 12:41:04 685519
2017-09-27 14:05:00,2.29,2.29,2.29,2.29,31697.0,20171010 12:41:04 685519
2017-09-27 14:10:00,2.305,2.3499,2.3499,2.27,32425.0,20171010 12:41:04 685519
2017-09-27 14:15:00,2.3,2.3,2.3,2.3,32525.0,20171010 12:41:04 684519
2017-09-27 14:20:00,2.29,2.29,2.29,2.29,32625.0,20171010 12:41:04 684519
2017-09-27 14:30:00,2.342,2.346,2.346,2.31,33341.0,20171010 12:41:04 684519
2017-09-27 14:35:00,2.35,2.35,2.35,2.34,33741.0,20171010 12:41:04 684519
2017-09-27 14:40:00,2.31,2.31,2.31,2.31,33841.0,20171010 12:41:04 684519
2017-09-27 14:45:00,2.31,2.31,2.31,2.31,33960.0,20171010 12:41:04 684519
2017-09-27 14:50:00,2.31,2.31,2.31,2.31,34154.0,20171010 12:41:04 684519
2017-09-27 14:55:00,2.32,2.32,2.32,2.32,34306.0,20171010 12:41:04 684519
2017-09-27 15:00:00,2.3001,2.32,2.32,2.3,34911.0,20171010 12:41:04 684519
2017-09-27 15:20:00,2.32,2.335,2.335,2.32,35116.0,20171010 12:41:04 684519
2017-09-27 15:25:00,2.35,2.35,2.35,2.34,35721.0,20171010 12:41:04 684519
