Date,Close,High,Low,Open,Volume
2017-10-04 13:50:00,153.28,153.3246,153.34,153.253,14416514.0
2017-10-04 13:55:00,153.38,153.29,153.3905,153.27,14531658.0
2017-10-04 14:00:00,153.36,153.3748,153.3748,153.29,14643859.0
2017-10-04 14:05:00,153.3437,153.36,153.3901,153.31,14757530.0
2017-10-04 14:10:00,153.22,153.34,153.42,153.2,14953186.0
2017-10-04 14:15:00,153.2467,153.21,153.27,153.19,15057170.0
2017-10-04 14:20:00,153.29,153.245,153.3,153.2,15156969.0
2017-10-04 14:25:00,153.235,153.29,153.295,153.23,15235692.0
2017-10-04 14:30:00,153.3354,153.233,153.3354,153.179,15388714.0
2017-10-04 14:35:00,153.27,153.3347,153.36,153.27,15529492.0
2017-10-04 14:40:00,153.3036,153.28,153.36,153.28,15619150.0
2017-10-04 14:45:00,153.3,153.305,153.315,153.23,15701429.0
2017-10-04 14:50:00,153.345,153.305,153.4,153.29,15817458.0
2017-10-04 14:55:00,153.38,153.34,153.419,153.325,15964342.0
2017-10-04 15:00:00,153.39,153.39,153.44,153.38,16073924.0
2017-10-04 15:05:00,153.39,153.39,153.47,153.37,16180119.0
2017-10-04 15:10:00,153.4,153.4,153.435,153.36,16312209.0
2017-10-04 15:15:00,153.35,153.41,153.4101,153.315,16433480.0
2017-10-04 15:20:00,153.4,153.355,153.4,153.3,16568960.0
2017-10-04 15:25:00,153.39,153.39,153.42,153.33,16717241.0
2017-10-04 15:30:00,153.3193,153.3902,153.4,153.3,16825475.0
2017-10-04 15:35:00,153.315,153.31,153.3277,153.18,17006946.0
2017-10-04 15:40:00,153.4,153.31,153.4668,153.3046,17221348.0
2017-10-04 15:45:00,153.39,153.39,153.43,153.32,17451347.0
2017-10-04 15:50:00,153.405,153.38,153.4799,153.35,17740342.0
2017-10-04 15:55:00,153.4,153.41,153.63,153.35,18166961.0
2017-10-04 16:00:00,153.47,153.39,153.49,153.39,18779844.0
2017-10-04 16:05:00,153.44,153.47,153.48,153.39,19946839.0
2017-10-04 16:10:00,153.4,153.44,153.44,153.4,19954612.0
2017-10-04 16:15:00,153.41,153.41,153.41,153.41,19961756.0
2017-10-04 16:20:00,153.44,153.48,153.48,153.44,19962449.0
2017-10-04 16:25:00,153.42,153.42,153.42,153.42,19962886.0
2017-10-04 16:30:00,153.47,153.47,153.47,153.47,19968925.0
2017-10-04 16:35:00,153.48,153.48,153.48,153.48,20002553.0
2017-10-04 16:40:00,153.48,153.48,153.48,153.48,20056927.0
2017-10-04 16:45:00,153.42,153.5,153.5,153.42,20058593.0
2017-10-04 16:50:00,153.54,153.49,153.54,153.48,20067507.0
2017-10-04 16:55:00,153.52,153.59,153.6,153.52,20076698.0
2017-10-04 17:05:00,153.56,153.6,153.6,153.55,20078733.0
2017-10-04 17:10:00,153.63,153.62,153.63,153.62,20080799.0
2017-10-04 17:15:00,153.62,153.6,153.62,153.59,20084087.0
2017-10-04 17:25:00,153.6,153.63,153.63,153.6,20088767.0
2017-10-04 17:30:00,153.6,153.65,153.65,153.6,20089941.0
2017-10-04 17:35:00,153.69,153.64,153.71,153.64,20101848.0
2017-10-04 17:40:00,153.65,153.67,153.69,153.65,20111388.0
2017-10-04 17:45:00,153.64,153.68,153.68,153.62,20115949.0
2017-10-04 17:50:00,153.61,153.63,153.65,153.6,20118102.0
2017-10-04 17:55:00,153.57,153.61,153.61,153.57,20123111.0
2017-10-04 18:00:00,153.6,153.57,153.6,153.57,20126357.0
2017-10-04 18:05:00,153.6,153.61,153.61,153.6,20128338.0
