Date,Close,High,Low,Open,Volume
2017-09-29 15:35:00,5.51,5.52,5.53,5.51,127840.0
2017-09-29 15:40:00,5.53,5.53,5.53,5.53,129975.0
2017-09-29 15:45:00,5.51,5.53,5.535,5.51,133475.0
2017-09-29 15:50:00,5.53,5.53,5.53,5.52,136447.0
2017-09-29 15:55:00,5.5,5.525,5.525,5.5,149320.0
2017-09-29 16:00:00,5.49,5.505,5.51,5.49,169227.0
2017-09-29 16:05:00,5.49,5.49,5.49,5.49,178989.0
2017-10-02 09:35:00,5.51,5.5,5.52,5.49,4670.0
2017-10-02 09:40:00,5.53,5.51,5.53,5.49,11004.0
2017-10-02 09:45:00,5.5201,5.544,5.5701,5.52,24565.0
2017-10-02 09:50:00,5.47,5.52,5.52,5.47,28724.0
2017-10-02 09:55:00,5.51,5.49,5.52,5.49,30775.0
2017-10-02 10:00:00,5.5001,5.5001,5.52,5.5,38805.0
2017-10-02 10:05:00,5.51,5.5001,5.54,5.5,44321.0
2017-10-02 10:10:00,5.51,5.5001,5.51,5.495,48522.0
2017-10-02 10:15:00,5.473,5.5,5.515,5.473,52906.0
2017-10-02 10:20:00,5.49,5.5,5.5,5.49,53688.0
2017-10-02 10:25:00,5.46,5.47,5.4701,5.46,54515.0
2017-10-02 10:30:00,5.47,5.46,5.47,5.46,55015.0
2017-10-02 10:35:00,5.46,5.46,5.46,5.46,55315.0
2017-10-02 10:40:00,5.49,5.46,5.49,5.46,55815.0
2017-10-02 10:45:00,5.516,5.52,5.52,5.516,59006.0
2017-10-02 10:50:00,5.5,5.5001,5.5084,5.49,61600.0
2017-10-02 10:55:00,5.47,5.49,5.5,5.47,63320.0
2017-10-02 11:00:00,5.451,5.46,5.46,5.45,65220.0
2017-10-02 11:05:00,5.48,5.46,5.48,5.46,67039.0
2017-10-02 11:10:00,5.4842,5.4842,5.4842,5.4842,67549.0
2017-10-02 11:15:00,5.48,5.4899,5.49,5.48,69160.0
2017-10-02 11:20:00,5.4801,5.49,5.49,5.48,70160.0
2017-10-02 11:25:00,5.5001,5.49,5.51,5.49,75572.0
2017-10-02 11:30:00,5.5,5.5001,5.515,5.5,86777.0
2017-10-02 11:35:00,5.49,5.5,5.5,5.49,88607.0
2017-10-02 11:40:00,5.51,5.51,5.52,5.47,94253.0
2017-10-02 11:45:00,5.49,5.5,5.5,5.49,94796.0
2017-10-02 11:50:00,5.48,5.5,5.5,5.48,95196.0
2017-10-02 11:55:00,5.48,5.48,5.48,5.48,95296.0
2017-10-02 12:00:00,5.47,5.48,5.48,5.47,95716.0
2017-10-02 12:05:00,5.46,5.47,5.47,5.46,96106.0
2017-10-02 12:10:00,5.46,5.47,5.47,5.46,96917.0
2017-10-02 12:15:00,5.47,5.47,5.47,5.47,97027.0
2017-10-02 12:25:00,5.48,5.49,5.49,5.48,97853.0
2017-10-02 12:30:00,5.48,5.495,5.495,5.48,100037.0
2017-10-02 12:35:00,5.49,5.5,5.5,5.49,101279.0
2017-10-02 12:40:00,5.5,5.52,5.52,5.5,107479.0
2017-10-02 12:45:00,5.5,5.5162,5.5162,5.5,110298.0
2017-10-02 12:50:00,5.49,5.51,5.51,5.49,111449.0
2017-10-02 12:55:00,5.5,5.49,5.5,5.49,112259.0
2017-10-02 13:05:00,5.52,5.51,5.52,5.49,116992.0
2017-10-02 13:10:00,5.5301,5.54,5.54,5.5301,118492.0
2017-10-02 13:15:00,5.5434,5.5301,5.5434,5.51,132328.0
2017-10-02 13:25:00,5.49,5.5201,5.53,5.49,139610.0
2017-10-02 13:30:00,5.48,5.48,5.48,5.47,140011.0
2017-10-02 13:35:00,5.47,5.47,5.47,5.47,140111.0
2017-10-02 13:45:00,5.48,5.48,5.48,5.48,140717.0
2017-10-02 13:50:00,5.495,5.49,5.495,5.49,141940.0
2017-10-02 13:55:00,5.49,5.5,5.5,5.49,143640.0
2017-10-02 14:00:00,5.5,5.5,5.5,5.5,144436.0
2017-10-02 14:05:00,5.5,5.5,5.5,5.5,145455.0
2017-10-02 14:10:00,5.48,5.5,5.5,5.48,145965.0
2017-10-02 14:15:00,5.49,5.48,5.49,5.48,146367.0
2017-10-02 14:20:00,5.49,5.4858,5.49,5.4858,149054.0
2017-10-02 14:25:00,5.48,5.48,5.48,5.48,149154.0
2017-10-02 14:30:00,5.49,5.48,5.499,5.48,153064.0
2017-10-02 14:35:00,5.5,5.5,5.52,5.49,163421.0
2017-10-02 14:40:00,5.5,5.51,5.51,5.5,166809.0
2017-10-02 14:45:00,5.5,5.512,5.512,5.5,168421.0
2017-10-02 14:50:00,5.48,5.5,5.5,5.48,171004.0
2017-10-02 14:55:00,5.49,5.49,5.5,5.49,171900.0
2017-10-02 15:00:00,5.5,5.5,5.5,5.49,173721.0
2017-10-02 15:05:00,5.4901,5.5,5.5,5.4901,175421.0
2017-10-02 15:10:00,5.471,5.5,5.5,5.471,180954.0
2017-10-02 15:15:00,5.49,5.485,5.5,5.48,183413.0
2017-10-02 15:20:00,5.47,5.49,5.49,5.46,185604.0
2017-10-02 15:25:00,5.48,5.47,5.485,5.46,188217.0
2017-10-02 15:30:00,5.48,5.48,5.48,5.46,191746.0
2017-10-02 15:35:00,5.47,5.47,5.48,5.46,193476.0
2017-10-02 15:40:00,5.5,5.47,5.5,5.47,197654.0
2017-10-02 15:45:00,5.495,5.49,5.5,5.49,204699.0
2017-10-02 15:50:00,5.47,5.495,5.495,5.465,219676.0
2017-10-02 15:55:00,5.44,5.47,5.48,5.44,243309.0
2017-10-02 16:00:00,5.48,5.44,5.48,5.43,260719.0
2017-10-02 16:05:00,5.48,5.48,5.48,5.48,267737.0
2017-10-03 09:35:00,5.55,5.51,5.59,5.51,3486.0
2017-10-03 09:40:00,5.5048,5.54,5.56,5.48,6920.0
2017-10-03 09:45:00,5.57,5.51,5.57,5.51,9160.0
2017-10-03 09:50:00,5.55,5.55,5.55,5.495,12489.0
2017-10-03 09:55:00,5.52,5.522,5.54,5.496,15188.0
2017-10-03 10:00:00,5.54,5.51,5.54,5.51,16288.0
2017-10-03 10:05:00,5.52,5.52,5.52,5.52,16698.0
2017-10-03 10:10:00,5.49,5.49,5.51,5.48,18249.0
2017-10-03 10:20:00,5.48,5.49,5.49,5.47,19053.0
2017-10-03 10:25:00,5.43,5.46,5.46,5.42,21469.0
2017-10-03 10:30:00,5.46,5.44,5.46,5.44,21869.0
2017-10-03 10:35:00,5.46,5.45,5.47,5.445,26236.0
2017-10-03 10:40:00,5.45,5.45,5.45,5.45,26336.0
2017-10-03 10:45:00,5.45,5.46,5.4608,5.45,27791.0
2017-10-03 10:55:00,5.45,5.45,5.45,5.45,28075.0
2017-10-03 11:00:00,5.44,5.45,5.45,5.43,31778.0
2017-10-03 11:05:00,5.45,5.45,5.46,5.44,32913.0
2017-10-03 11:10:00,5.44,5.45,5.46,5.44,34094.0
2017-10-03 11:25:00,5.45,5.44,5.45,5.44,35033.0
2017-10-03 11:35:00,5.48,5.48,5.48,5.46,36746.0
2017-10-03 11:40:00,5.4625,5.49,5.49,5.46,38065.0
2017-10-03 11:50:00,5.46,5.46,5.4759,5.46,39393.0
2017-10-03 11:55:00,5.47,5.47,5.479,5.47,39921.0
2017-10-03 12:00:00,5.51,5.48,5.51,5.475,41747.0
2017-10-03 12:05:00,5.5,5.513,5.52,5.5,46064.0
2017-10-03 12:15:00,5.51,5.51,5.51,5.51,46179.0
2017-10-03 12:20:00,5.49,5.51,5.52,5.49,47723.0
2017-10-03 12:25:00,5.49,5.49,5.49,5.49,47959.0
2017-10-03 12:30:00,5.46,5.48,5.4883,5.46,49809.0
2017-10-03 12:35:00,5.48,5.46,5.48,5.455,53561.0
2017-10-03 12:45:00,5.48,5.48,5.48,5.48,53673.0
2017-10-03 12:55:00,5.445,5.47,5.47,5.445,54901.0
2017-10-03 13:00:00,5.45,5.45,5.45,5.45,55005.0
2017-10-03 13:05:00,5.47,5.47,5.47,5.47,55108.0
2017-10-03 13:10:00,5.48,5.48,5.49,5.48,56016.0
2017-10-03 13:15:00,5.48,5.47,5.48,5.47,56337.0
2017-10-03 13:25:00,5.45,5.47,5.475,5.45,57463.0
2017-10-03 13:30:00,5.48,5.47,5.48,5.47,57881.0
2017-10-03 13:35:00,5.47,5.47,5.47,5.47,58430.0
2017-10-03 13:40:00,5.45,5.45,5.45,5.45,58630.0
2017-10-03 13:45:00,5.4662,5.475,5.475,5.4662,60233.0
2017-10-03 13:50:00,5.46,5.46,5.46,5.46,60334.0
2017-10-03 13:55:00,5.47,5.475,5.475,5.46,61253.0
2017-10-03 14:00:00,5.46,5.475,5.475,5.46,61505.0
2017-10-03 14:05:00,5.48,5.46,5.4816,5.46,64247.0
2017-10-03 14:10:00,5.477,5.4701,5.48,5.4701,66905.0
2017-10-03 14:15:00,5.48,5.47,5.48,5.47,70869.0
2017-10-03 14:20:00,5.48,5.47,5.48,5.47,71817.0
2017-10-03 14:30:00,5.47,5.48,5.4896,5.47,77104.0
2017-10-03 14:35:00,5.48,5.48,5.485,5.48,79315.0
2017-10-03 14:40:00,5.48,5.49,5.5,5.48,82158.0
2017-10-03 14:45:00,5.49,5.48,5.495,5.48,83166.0
2017-10-03 14:50:00,5.49,5.49,5.49,5.49,83266.0
2017-10-03 14:55:00,5.49,5.48,5.49,5.48,84008.0
2017-10-03 15:00:00,5.49,5.48,5.49,5.48,84318.0
2017-10-03 15:05:00,5.48,5.48,5.48,5.48,84712.0
2017-10-03 15:10:00,5.48,5.5088,5.5088,5.48,87724.0
2017-10-03 15:15:00,5.5,5.5,5.5,5.5,88166.0
2017-10-03 15:20:00,5.48,5.49,5.5,5.48,89983.0
2017-10-03 15:25:00,5.49,5.48,5.5,5.48,92129.0
2017-10-03 15:30:00,5.51,5.499,5.51,5.48,100368.0
2017-10-03 15:35:00,5.55,5.51,5.55,5.51,113143.0
2017-10-03 15:40:00,5.55,5.545,5.55,5.54,122431.0
2017-10-03 15:45:00,5.55,5.55,5.55,5.5364,133940.0
2017-10-03 15:50:00,5.59,5.55,5.59,5.55,142855.0
2017-10-03 15:55:00,5.58,5.59,5.59,5.5701,149117.0
2017-10-03 16:00:00,5.5989,5.58,5.6,5.57,159898.0
2017-10-03 16:05:00,5.58,5.58,5.58,5.58,172394.0
2017-10-04 09:35:00,5.53,5.59,5.59,5.53,2078.0
2017-10-04 09:40:00,5.645,5.58,5.645,5.548,4107.0
2017-10-04 09:45:00,5.6,5.65,5.65,5.6,6793.0
2017-10-04 09:50:00,5.57,5.66,5.66,5.57,9412.0
2017-10-04 09:55:00,5.56,5.59,5.59,5.56,9822.0
2017-10-04 10:00:00,5.58,5.5799,5.58,5.5799,11152.0
2017-10-04 10:05:00,5.595,5.565,5.61,5.56,18013.0
2017-10-04 10:10:00,5.6207,5.61,5.63,5.6,23192.0
2017-10-04 10:15:00,5.61,5.6269,5.6269,5.61,25192.0
2017-10-04 10:20:00,5.62,5.62,5.62,5.62,25909.0
2017-10-04 10:25:00,5.6141,5.6,5.6141,5.6,30909.0
2017-10-04 10:30:00,5.615,5.62,5.62,5.61,32109.0
2017-10-04 10:35:00,5.6,5.6,5.62,5.6,33519.0
2017-10-04 10:40:00,5.605,5.605,5.605,5.605,33946.0
2017-10-04 10:45:00,5.6,5.605,5.605,5.59,34556.0
2017-10-04 10:50:00,5.63,5.62,5.63,5.61,35390.0
2017-10-04 10:55:00,5.645,5.635,5.645,5.635,38135.0
2017-10-04 11:00:00,5.67,5.65,5.67,5.65,39135.0
2017-10-04 11:05:00,5.69,5.67,5.69,5.665,41427.0
2017-10-04 11:10:00,5.68,5.69,5.69,5.66,41927.0
2017-10-04 11:15:00,5.67,5.66,5.68,5.66,42750.0
2017-10-04 11:20:00,5.66,5.67,5.67,5.65,43850.0
2017-10-04 11:25:00,5.62,5.64,5.64,5.62,44250.0
2017-10-04 11:30:00,5.67,5.65,5.67,5.65,45150.0
2017-10-04 11:35:00,5.67,5.68,5.68,5.67,46570.0
2017-10-04 11:40:00,5.672,5.675,5.68,5.672,47720.0
2017-10-04 11:45:00,5.68,5.6738,5.68,5.67,48270.0
2017-10-04 11:50:00,5.68,5.675,5.68,5.675,49675.0
2017-10-04 11:55:00,5.66,5.67,5.68,5.61,63787.0
2017-10-04 12:00:00,5.645,5.645,5.645,5.645,63887.0
2017-10-04 12:05:00,5.6416,5.645,5.65,5.64,64487.0
2017-10-04 12:10:00,5.65,5.645,5.69,5.59,136394.0
2017-10-04 12:15:00,5.64,5.65,5.659,5.61,137944.0
2017-10-04 12:20:00,5.66,5.64,5.69,5.63,141544.0
2017-10-04 12:25:00,5.6447,5.66,5.68,5.64,144644.0
2017-10-04 12:30:00,5.64,5.65,5.66,5.62,149244.0
2017-10-04 12:35:00,5.61,5.61,5.64,5.61,151233.0
