Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-10-10 10:30:00,5.57,5.57,5.62,5.62,97647.0,0.0073128763980498945,5.650075496257252,-0.0013289878298373692,5.706578909680794,0.0,1,0,0,547148.6900000001,3758245.3050666666,664211.0,5.658209974039374,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 10:35:00,5.59,5.604,5.62,5.59,98897.0,-0.005338078291814985,5.638060397005802,-0.0021265378240360455,5.695476156377861,0.0,0,0,0,554284.7193333333,4312530.0243999995,763108.0,5.651270887475953,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 10:40:00,5.583,5.595,5.61,5.6,104893.0,0.0017889087656528524,5.630448317604642,-0.0013501237775321862,5.686383189103779,0.0,0,0,0,587575.6216666667,4900105.646066667,868001.0,5.645276498606185,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 10:45:00,5.5564,5.6,5.6,5.57,112998.0,-0.005357142857142727,5.618358654083713,-0.002147193764860278,5.6752990758558,0.0,0,0,0,631658.82,5531764.466066667,980999.0,5.6389093832579515,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 10:50:00,5.5,5.55,5.56,5.525,125893.0,-0.008078994614003632,5.599686923266971,-0.0033233426283975076,5.660984878155247,0.0,0,0,0,698076.6849999998,6229841.1510666665,1106892.0,5.628228545392565,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 10:55:00,5.51,5.51,5.58,5.54,144102.0,0.002714932126696823,5.5877495386135765,-0.002131795012287885,5.649462508807129,0.0,0,0,0,798805.4199999999,7028646.571066666,1250994.0,5.618449465838099,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:00:00,5.53,5.55,5.61,5.602,151757.0,0.011191335740072361,5.590599630890861,0.0005100608496479975,5.644942269873116,0.0,1,0,0,847916.9446666667,7876563.515733333,1402751.0,5.615083158545838,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:05:00,5.6,5.61,5.64,5.63,153957.0,0.004998214923241706,5.598479704712689,0.0014095221160690397,5.643519196551867,0.0,1,1,0,866264.7199999999,8742828.235733334,1556708.0,5.6162287569238,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:10:00,5.55,5.58,5.61,5.61,155928.0,-0.003552397868561208,5.600783763770152,0.0004115508457631645,5.640326892118356,0.0,0,0,0,873196.8,9616025.035733335,1712636.0,5.614751199749004,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:15:00,5.54,5.58,5.6,5.54,157680.0,-0.012477718360071388,5.588627011016121,-0.0021705449213499373,5.630771950011846,0.0,0,0,0,878803.2,10494828.235733334,1870316.0,5.611259399873248,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:20:00,5.53,5.59,5.59,5.54,161605.0,0.0,5.578901608812897,-0.0017402131478900795,5.622127002391671,0.0,0,0,0,900678.5333333333,11395506.769066667,2031921.0,5.608243021784148,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:25:00,5.53,5.54,5.57,5.53,163205.0,-0.0018050541516244634,5.569121287050318,-0.0017530909215408563,5.613353002163892,0.0,0,0,0,905243.7333333334,12300750.5024,2195126.0,5.60366489322253,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:30:00,5.53,5.53,5.55,5.545,184255.0,0.002712477396021651,5.5642970296402545,-0.0008662510944555946,5.606843192433998,0.0,0,0,0,1021079.7916666667,13321830.294066666,2379381.0,5.598863861679431,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:35:00,5.53,5.56,5.56,5.53,185958.0,-0.0027051397655545317,5.557437623712204,-0.0012327533723508477,5.599524793154569,0.0,0,0,0,1032066.9,14353897.194066666,2565339.0,5.595321785567781,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:40:00,5.53,5.53,5.54,5.53,189943.0,0.0,5.551950098969763,-0.000987419943145551,5.592903384282706,0.0,0,0,0,1051017.9333333336,15404915.1274,2755282.0,5.591048439833019,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:45:00,5.53,5.53,5.545,5.545,196839.0,0.002712477396021651,5.55056007917581,-0.00025036604601524903,5.588341157208163,0.0,0,0,0,1090488.0599999998,16495403.1874,2952121.0,5.587644675607809,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:50:00,5.53,5.545,5.55,5.53,198439.0,-0.0027051397655545317,5.546448063340648,-0.0007408289932017142,5.582784856521671,0.0,0,0,0,1099682.7916666667,17595085.979066666,3150560.0,5.584748736436274,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 11:55:00,5.51,5.53,5.53,5.5133,218794.0,-0.0030198915009042038,5.539818450672518,-0.0011952897768841009,5.576167251138655,0.0,0,0,0,1208712.8667333333,18803798.8458,3369354.0,5.580832066265522,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 12:00:00,5.43,5.51,5.51,5.43,253191.0,-0.015108918433606067,5.517854760538015,-0.0039646949318055125,5.562246560554021,0.0,0,0,0,1388330.65,20192129.4958,3622545.0,5.574017574881747,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 12:05:00,5.41,5.45,5.46,5.43,265517.0,0.0,5.500283808430412,-0.0031843810448336507,5.5496516500250666,0.0,0,0,0,1446182.5933333333,21638312.089133333,3888062.0,5.565320740547175,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 12:10:00,5.41,5.41,5.47,5.47,269650.0,0.007366482504604033,5.49422704674433,-0.0011011725752767543,5.542065778594107,0.0,1,0,0,1469592.4999999998,23107904.589133333,4157712.0,5.557841569866632,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 12:15:00,5.42,5.47,5.47,5.42,272460.0,-0.009140767824497242,5.479381637395464,-0.0027020014321510466,5.5304404663470494,0.0,0,0,0,1485815.2,24593719.789133333,4430172.0,5.551414209004376,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 13:40:00,5.48,5.51,5.51,5.48,367291.0,0.011070110701107083,5.479505309916371,2.257052512333324e-05,5.525636612409235,0.0,1,0,0,2020100.5,26613820.289133333,4797463.0,5.547477966819824,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 13:45:00,5.48,5.48,5.51,5.48,369941.0,0.0,5.479604247933097,1.805601256510414e-05,5.52129026837026,0.0,0,0,0,2030976.0899999999,28644796.379133333,5167404.0,5.543363046344612,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 13:50:00,5.48,5.48,5.48,5.48,371549.0,0.0,5.479683398346478,1.4444549241154903e-05,5.517357861858806,0.0,0,0,0,2036088.5200000003,30680884.899133332,5538953.0,5.539112698579196,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 13:55:00,5.48,5.48,5.4965,5.48,374049.0,0.0,5.479746718677182,1.155547247910782e-05,5.5137999702532055,0.0,0,0,0,2051845.7895000004,32732730.688633334,5913002.0,5.53572122732807,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 14:00:00,5.46,5.48,5.48,5.46,376999.0,-0.0036496350364964014,5.475797374941746,-0.0007207164743536776,5.508676163562424,0.0,0,0,0,2063441.1933333334,34796171.881966665,6290001.0,5.531981931635093,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 14:05:00,5.46,5.46,5.49,5.465,381120.0,0.0009157509157509125,5.473637899953397,-0.00039436722005659064,5.504516528937431,0.0,0,0,0,2085361.6,36881533.48196667,6671121.0,5.528536130879153,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 14:10:00,5.45,5.46,5.4645,5.464,385457.0,-0.0001829826166512838,5.4717103199627175,-0.00035215701621327256,5.500657811895771,0.0,0,0,0,2105687.3481666665,38987220.830133334,7056578.0,5.524947195387528,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 14:15:00,5.46,5.46,5.48,5.48,389608.0,0.002928257686676483,5.473368255970174,0.00030300142195160973,5.498690401239031,0.0,0,0,0,2132454.4533333336,41119675.28346667,7446186.0,5.522246594896591,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 14:20:00,5.455,5.48,5.48,5.455,391508.0,-0.0045620437956205295,5.469694604776139,-0.000671186556838621,5.494529410644838,0.0,0,0,0,2142201.2733333334,43261876.5568,7837694.0,5.519720029488266,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 14:25:00,5.44,5.45,5.45,5.44,392842.0,-0.00274977085242889,5.463755683820911,-0.0010857865720770299,5.489336133440568,0.0,0,0,0,2139679.4266666668,45401555.98346667,8230536.0,5.516233205646226,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
2017-10-10 14:30:00,5.44,5.44,5.4509,5.45,398116.0,0.0018382352941175295,5.461004547056729,-0.0005035248505581569,5.485589835017657,0.0,0,0,0,2168524.581466667,47570080.56493334,8628652.0,5.51303732783908,-1,0,0,1,0.0,0,0.0,20171010 14:30:52
