,Date,Open,High,Low,Close,Volume ,EMA
43,2/24/17 10:30,253.7974,254.51,253.505,253.9725,170600,253.190970885
44,2/24/17 10:35,253.9725,254.4,253.721,253.88,87500,253.328776708
45,2/24/17 10:40,253.88,254.1,253.52,253.6769,78800,253.398401366
46,2/24/17 10:45,253.6769,254.07,253.14,253.98,87500,253.514721093
47,2/24/17 10:50,253.98,255.17,253.93,255.0937,216200,253.830516874
48,2/24/17 10:55,255.12,255.47,254.9,255.11,112800,254.0864135
49,2/24/17 11:00,255.13,256.959,255.0222,256.745,210500,254.6181308
50,2/24/17 11:05,256.745,256.8399,255.6,255.95,169200,254.88450464
51,2/24/17 11:10,255.8995,256.32,255.761,256.17,88200,255.141603712
52,2/24/17 11:15,256.17,257.25,256.09,256.2602,142700,255.365322969
53,2/24/17 11:20,256.2602,256.6255,255.91,256.06,100400,255.504258376
54,2/24/17 11:25,256.0,256.1,255.37,255.56,79400,255.5154067
55,2/24/17 11:30,255.59,256.21,255.59,256.06,65700,255.62432536
56,2/24/17 11:35,256.056,256.2,255.85,255.89,45900,255.677460288
57,2/24/17 11:40,255.88,256.05,255.72,255.86,70100,255.713968231
58,2/24/17 11:45,255.9,256.17,255.86,255.98,51800,255.767174584
59,2/24/17 11:50,255.98,256.48,255.98,256.08,84600,255.829739668
60,2/24/17 11:55,256.06,256.35,255.87,256.14,57900,255.891791734
61,2/24/17 12:00,256.14,256.864,256.14,256.807,55100,256.074833387
62,2/24/17 12:05,256.7743,257.27,256.73,257.11,100000,256.28186671
63,2/24/17 12:10,257.1024,257.15,256.57,257.15,46800,256.455493368
64,2/24/17 12:15,257.16,257.5,256.955,257.43,81300,256.650394694
65,2/24/17 12:20,257.43,257.77,257.12,257.3594,86800,256.792195755
66,2/24/17 12:25,257.4456,257.74,257.2802,257.3852,53100,256.910796604
67,2/24/17 12:30,257.35,257.75,257.35,257.7,55100,257.068637283
68,2/24/17 12:35,257.7,258.0,257.41,257.59,79100,257.172909827
69,2/24/17 12:40,257.5903,257.739,256.8909,257.05,64500,257.148327861
70,2/24/17 12:45,257.04,257.5,256.77,256.84,66800,257.086662289
71,2/24/17 12:50,256.84,257.7,256.84,257.61,65900,257.191329831
72,2/24/17 12:55,257.61,257.79,257.3,257.3,42800,257.213063865
73,2/24/17 13:00,257.409,257.7899,257.37,257.63,32600,257.296451092
74,2/24/17 13:05,257.63,258.0,257.5645,257.864,67800,257.409960874
75,2/24/17 13:10,257.85,257.9299,257.51,257.78,38700,257.483968699
76,2/24/17 13:15,257.78,258.119,257.57,258.0501,46400,257.597194959
77,2/24/17 13:20,258.0501,258.13,257.8,257.886,49900,257.654955967
78,2/24/17 13:25,257.886,258.0,257.63,257.63,51700,257.649964774
79,2/24/17 13:30,257.68,257.81,257.5,257.53,31300,257.625971819
80,2/24/17 13:35,257.56,258.08,257.56,258.027,36700,257.706177455
81,2/24/17 13:40,258.027,258.19,257.95,258.0701,57200,257.778961964
82,2/24/17 13:45,258.1047,258.25,257.91,258.19,55700,257.861169571
83,2/24/17 13:50,258.19,258.19,257.5,257.5,52500,257.788935657
84,2/24/17 13:55,257.565,257.665,257.47,257.5428,36600,257.739708526
85,2/24/17 14:00,257.5428,257.5799,256.88,257.126,79500,257.616966821
86,2/24/17 14:05,257.126,257.126,256.26,256.26,89100,257.345573456
87,2/24/17 14:10,256.27,256.706,256.27,256.6129,69900,257.199038765
88,2/24/17 14:15,256.6129,256.77,256.26,256.43,58100,257.045231012
89,2/24/17 14:20,256.43,256.72,256.42,256.5971,46800,256.95560481
90,2/24/17 14:25,256.61,256.69,255.51,255.63,83600,256.690483848
91,2/24/17 14:30,255.61,255.669,255.03,255.4067,76200,256.433727078
92,2/24/17 14:35,255.4067,256.05,255.4067,255.94,84900,256.334981663
93,2/24/17 14:40,255.94,256.09,255.465,255.83,78900,256.23398533
94,2/24/17 14:45,255.7705,256.07,255.7705,255.8395,34900,256.155088264
95,2/24/17 14:50,255.8395,256.17,255.74,255.92,77600,256.108070611
96,2/24/17 14:55,255.92,256.489,255.92,256.03,61200,256.092456489
97,2/24/17 15:00,256.03,256.21,255.72,255.85,47300,256.043965191
98,2/24/17 15:05,255.85,255.92,255.68,255.845,53800,256.004172153
99,2/24/17 15:10,255.845,255.992,255.73,255.81,55200,255.965337722
100,2/24/17 15:15,255.81,255.9,255.24,255.41,78800,255.854270178
101,2/24/17 15:20,255.41,255.915,255.39,255.91,78200,255.865416142
102,2/24/17 15:25,255.91,256.15,255.79,256.14,56800,255.920332914
103,2/24/17 15:30,256.14,256.35,256.02,256.11,64400,255.958266331
104,2/24/17 15:35,256.14,256.26,256.05,256.11,34700,255.988613065
105,2/24/17 15:40,256.12,256.44,256.08,256.27,77500,256.044890452
106,2/24/17 15:45,256.27,256.84,256.27,256.5419,107500,256.144292362
107,2/24/17 15:50,256.55,256.57,255.8185,255.92,103800,256.099433889
108,2/24/17 15:55,255.92,256.85,255.92,256.42,138600,256.163547111
109,2/24/17 16:00,256.42,257.05,256.39,257.0,251000,256.330837689
110,2/27/17 9:35,248.17,248.35,245.5,247.1777,1289700,254.500210151
111,2/27/17 9:40,247.3,248.36,244.52,245.14,658000,252.628168121
112,2/27/17 9:45,245.16,246.089,244.52,245.3,503200,251.162534497
113,2/27/17 9:50,245.3,245.41,242.32,242.56,521300,249.442027597
114,2/27/17 9:55,242.56,243.25,242.01,242.55,442500,248.063622078
115,2/27/17 10:00,242.55,244.47,242.4,244.37,354600,247.324897662
116,2/27/17 10:05,244.415,244.88,244.15,244.55,351400,246.76991813
117,2/27/17 10:10,244.55,245.39,244.29,244.6686,265100,246.349654504
118,2/27/17 10:15,244.6686,245.03,243.75,245.01,221100,246.081723603
119,2/27/17 10:20,245.01,245.01,243.81,244.08,145100,245.681378883
120,2/27/17 10:25,244.08,244.39,243.31,243.35,158100,245.215103106
121,2/27/17 10:30,243.43,244.7,243.15,244.525,170300,245.077082485
122,2/27/17 10:35,244.525,245.13,244.02,245.04,173700,245.069665988
123,2/27/17 10:40,245.04,245.39,244.41,244.79,135400,245.01373279
124,2/27/17 10:45,244.7701,245.96,244.74,245.9499,257800,245.200966232
125,2/27/17 10:50,245.91,246.26,245.05,246.24,226000,245.408772986
126,2/27/17 10:55,246.24,246.54,245.74,245.92,172800,245.511018389
127,2/27/17 11:00,245.91,246.09,245.2,245.29,144300,245.466814711
128,2/27/17 11:05,245.29,246.0799,245.29,245.89,126600,245.551451769
129,2/27/17 11:10,245.8452,245.91,245.27,245.31,70300,245.503161415
130,2/27/17 11:15,245.31,246.3,245.31,246.2303,130300,245.648589132
131,2/27/17 11:20,246.2016,246.3,245.9,246.05,82800,245.728871306
132,2/27/17 11:25,246.05,246.7,245.99,246.28,122100,245.839097044
133,2/27/17 11:30,246.26,246.489,245.7,246.21,120600,245.913277636
134,2/27/17 11:35,246.21,246.65,246.11,246.4235,68400,246.015322108
135,2/27/17 11:40,246.4235,246.5921,246.1,246.1847,52000,246.049197687
136,2/27/17 11:45,246.1847,246.47,245.75,246.4,75700,246.119358149
137,2/27/17 11:50,246.4,246.52,246.02,246.03,36500,246.10148652
138,2/27/17 11:55,246.03,246.35,245.91,246.0091,61800,246.083009216
139,2/27/17 12:00,245.98,246.36,245.96,246.21,73800,246.108407372
140,2/27/17 12:05,246.26,246.33,245.89,245.911,64400,246.068925898
141,2/27/17 12:10,245.911,246.07,245.3,245.5024,122600,245.955620718
142,2/27/17 12:15,245.5024,245.955,245.48,245.9214,69100,245.948776575
143,2/27/17 12:20,245.9214,245.95,245.44,245.5,59800,245.85902126
144,2/27/17 12:25,245.5,245.75,245.4201,245.5571,61700,245.798637008
145,2/27/17 12:30,245.5571,245.63,244.68,244.68,76600,245.574909606
146,2/27/17 12:35,244.67,245.475,244.61,245.17,76100,245.493927685
147,2/27/17 12:40,245.25,245.345,244.95,245.1146,55300,245.418062148
148,2/27/17 12:45,245.1146,245.3,244.805,244.85,46600,245.304449718
149,2/27/17 12:50,244.939,245.11,244.68,244.7,65900,245.183559775
150,2/27/17 12:55,244.7,244.7,244.23,244.69,71900,245.08484782
151,2/27/17 13:00,244.6568,244.73,244.16,244.34,60200,244.935878256
152,2/27/17 13:05,244.37,244.63,244.3084,244.59,60400,244.866702605
153,2/27/17 13:10,244.5,244.71,244.37,244.6126,57400,244.815882084
154,2/27/17 13:15,244.6126,244.73,244.4693,244.7,52400,244.792705667
155,2/27/17 13:20,244.7,244.96,244.5448,244.8511,52800,244.804384534
156,2/27/17 13:25,244.8511,245.22,244.8511,245.09,63200,244.861507627
157,2/27/17 13:30,245.09,245.12,244.62,244.8467,55200,244.858546101
158,2/27/17 13:35,244.8467,244.95,244.2,244.35,83100,244.756836881
159,2/27/17 13:40,244.35,244.44,243.78,244.0,122500,244.605469505
160,2/27/17 13:45,244.0,244.2,243.67,243.704,55900,244.425175604
161,2/27/17 13:50,243.704,244.055,243.65,243.72,90400,244.284140483
162,2/27/17 13:55,243.72,243.74,243.25,243.6108,100000,244.149472387
163,2/27/17 14:00,243.51,244.25,243.4,244.0075,86400,244.121077909
164,2/27/17 14:05,244.0075,244.1841,243.55,243.6,56700,244.016862327
165,2/27/17 14:10,243.61,244.2,243.56,244.06,49600,244.025489862
166,2/27/17 14:15,244.06,244.16,243.81,243.873,60200,243.99499189
167,2/27/17 14:20,243.873,244.17,243.8,244.0,39400,243.995993512
168,2/27/17 14:25,244.0,244.19,243.92,244.0,49400,243.996794809
169,2/27/17 14:30,244.0,244.94,244.0,244.69,119100,244.135435847
170,2/27/17 14:35,244.69,244.795,244.36,244.45,108400,244.198348678
171,2/27/17 14:40,244.45,244.77,244.43,244.45,67200,244.248678942
172,2/27/17 14:45,244.45,244.6,244.23,244.51,65900,244.300943154
173,2/27/17 14:50,244.44,244.58,244.0,244.44,104900,244.328754523
174,2/27/17 14:55,244.41,244.448,243.92,243.955,52900,244.254003618
175,2/27/17 15:00,243.99,244.69,243.9895,244.55,72600,244.313202895
176,2/27/17 15:05,244.55,245.09,244.32,244.96,93900,244.442562316
177,2/27/17 15:10,244.96,245.1897,244.76,244.9926,68300,244.552569853
178,2/27/17 15:15,245.0182,245.44,244.7535,245.363,87100,244.714655882
179,2/27/17 15:20,245.3635,245.74,245.17,245.57,76300,244.885724706
180,2/27/17 15:25,245.5701,245.7,245.31,245.4051,68700,244.989599765
181,2/27/17 15:30,245.4051,245.8,245.332,245.6095,90800,245.113579812
182,2/27/17 15:35,245.6125,246.01,245.55,245.96,131600,245.282863849
183,2/27/17 15:40,245.93,246.29,245.83,246.14,132300,245.454291079
184,2/27/17 15:45,246.14,246.28,246.0101,246.1111,119700,245.585652864
185,2/27/17 15:50,246.1111,246.18,245.58,245.6,151000,245.588522291
186,2/27/17 15:55,245.58,246.3,245.58,245.96,201600,245.662817833
187,2/27/17 16:00,245.96,246.23,245.86,246.23,262600,245.776254266
188,2/28/17 9:35,244.19,246.91,243.9,246.62,609100,245.945003413
189,2/28/17 9:40,246.62,249.46,246.62,249.2288,400200,246.60176273
190,2/28/17 9:45,249.2288,249.4999,247.7,248.525,186400,246.986410184
191,2/28/17 9:50,248.525,248.557,247.64,248.0417,144800,247.197468147
192,2/28/17 9:55,248.05,248.5,247.82,248.2099,78600,247.399954518
193,2/28/17 10:00,248.2099,249.59,248.0372,249.4,142900,247.799963614
194,2/28/17 10:05,249.45,249.7299,248.89,249.69,131600,248.177970891
195,2/28/17 10:10,249.69,250.08,249.27,249.6732,223000,248.477016713
196,2/28/17 10:15,249.6,251.0,249.5901,250.92,164300,248.965613371
197,2/28/17 10:20,250.98,251.0,250.05,250.59,92700,249.290490696
198,2/28/17 10:25,250.59,250.86,249.65,250.16,95400,249.464392557
199,2/28/17 10:30,250.16,250.1999,249.44,249.62,64500,249.495514046
200,2/28/17 10:35,249.62,249.8199,248.9,249.34,90100,249.464411237
201,2/28/17 10:40,249.34,249.93,249.12,249.61,63200,249.493528989
202,2/28/17 10:45,249.61,249.6361,249.03,249.35,57400,249.464823191
203,2/28/17 10:50,249.35,249.35,248.8,248.85,56500,249.341858553
204,2/28/17 10:55,248.845,249.49,248.845,249.219,49800,249.317286843
205,2/28/17 11:00,249.219,249.749,249.1192,249.48,45000,249.349829474
206,2/28/17 11:05,249.53,249.62,248.65,248.7587,62800,249.231603579
207,2/28/17 11:10,248.7587,248.93,248.26,248.3272,60600,249.050722863
208,2/28/17 11:15,248.3272,248.38,247.74,248.09,92900,248.858578291
209,2/28/17 11:20,248.09,248.6023,247.8,248.38,53100,248.762862633
210,2/28/17 11:25,248.38,248.73,248.25,248.48,40200,248.706290106
211,2/28/17 11:30,248.47,248.4756,248.06,248.19,35900,248.603032085
212,2/28/17 11:35,248.19,248.89,248.02,248.79,35500,248.640425668
213,2/28/17 11:40,248.79,248.87,248.2,248.26,36200,248.564340534
214,2/28/17 11:45,248.24,248.34,247.67,247.9,49000,248.431472427
215,2/28/17 11:50,247.9,248.0,247.65,247.67,35500,248.279177942
216,2/28/17 11:55,247.67,247.67,247.15,247.3,39900,248.083342354
217,2/28/17 12:00,247.3,247.75,247.251,247.5805,31100,247.982773883
218,2/28/17 12:05,247.5805,247.97,247.3501,247.8252,37500,247.951259106
219,2/28/17 12:10,247.8252,248.2,247.65,247.85,51700,247.931007285
220,2/28/17 12:15,247.85,247.9225,247.445,247.615,26000,247.867805828
221,2/28/17 12:20,247.615,248.19,247.58,248.08,31000,247.910244662
222,2/28/17 12:25,248.0,248.19,247.87,248.03,39000,247.93419573
223,2/28/17 12:30,248.0,248.035,247.21,247.33,35000,247.813356584
224,2/28/17 12:35,247.33,247.4,247.14,247.4,35600,247.730685267
225,2/28/17 12:40,247.4,247.8757,247.351,247.61,30200,247.706548214
226,2/28/17 12:45,247.61,247.71,247.31,247.55,23500,247.675238571
227,2/28/17 12:50,247.55,248.38,247.44,248.298,74800,247.799790857
228,2/28/17 12:55,248.298,248.86,248.298,248.84,46400,248.007832685
229,2/28/17 13:00,248.84,249.0,248.47,248.9315,43900,248.192566148
230,2/28/17 13:05,248.9657,249.37,248.86,249.1156,90700,248.377172919
231,2/28/17 13:10,249.1156,249.43,249.1,249.25,61300,248.551738335
232,2/28/17 13:15,249.25,249.98,249.25,249.7426,67900,248.789910668
233,2/28/17 13:20,249.7426,249.99,249.371,249.6899,70700,248.969908534
234,2/28/17 13:25,249.575,249.7984,249.54,249.665,34200,249.108926827
235,2/28/17 13:30,249.665,250.05,249.5,249.54,138900,249.195141462
236,2/28/17 13:35,249.4675,249.66,249.311,249.311,45400,249.21831317
237,2/28/17 13:40,249.311,249.735,249.11,249.735,59200,249.321650536
238,2/28/17 13:45,249.735,249.82,249.22,249.565,34500,249.370320429
239,2/28/17 13:50,249.565,249.75,249.54,249.7,20000,249.436256343
240,2/28/17 13:55,249.7,249.73,249.5585,249.59,15100,249.467005074
241,2/28/17 14:00,249.57,249.57,249.25,249.322,30000,249.438004059
242,2/28/17 14:05,249.322,249.6,249.15,249.15,24500,249.380403248
243,2/28/17 14:10,249.1753,249.32,248.96,249.2,50900,249.344322598
244,2/28/17 14:15,249.205,249.205,248.6808,248.93,35700,249.261458078
245,2/28/17 14:20,248.95,249.19,248.57,248.57,54900,249.123166463
246,2/28/17 14:25,248.65,249.01,248.58,248.82,25600,249.06253317
247,2/28/17 14:30,248.88,249.0095,248.78,248.93,18000,249.036026536
248,2/28/17 14:35,248.9292,248.9292,248.57,248.7424,19000,248.977301229
249,2/28/17 14:40,248.7424,248.8445,248.4,248.79,29400,248.939840983
250,2/28/17 14:45,248.79,249.13,248.7,249.045,42000,248.960872787
251,2/28/17 14:50,249.045,249.15,248.91,249.108,21800,248.990298229
252,2/28/17 14:55,249.108,249.108,248.56,248.6296,26400,248.918158583
253,2/28/17 15:00,248.6296,249.0,248.5,248.77,18400,248.888526867
254,2/28/17 15:05,248.77,248.84,248.61,248.68,11300,248.846821493
255,2/28/17 15:10,248.68,248.738,248.3,248.47,33000,248.771457195
256,2/28/17 15:15,248.47,248.58,248.125,248.24,31700,248.665165756
257,2/28/17 15:20,248.24,248.48,248.11,248.235,33000,248.579132605
258,2/28/17 15:25,248.27,248.27,247.5374,247.5374,66200,248.370786084
259,2/28/17 15:30,247.5374,247.69,247.24,247.245,50600,248.145628867
260,2/28/17 15:35,247.2245,247.65,247.21,247.438,57400,248.004103094
261,2/28/17 15:40,247.438,247.48,246.82,247.13,74100,247.829282475
262,2/28/17 15:45,247.22,248.1,247.13,247.99,129200,247.86142598
263,2/28/17 15:50,248.073,249.02,248.02,249.0,124400,248.089140784
264,2/28/17 15:55,249.0,250.18,248.87,249.53,189300,248.377312627
265,2/28/17 16:00,249.53,250.04,249.37,249.99,338900,248.699850102
266,3/1/17 9:35,254.0,254.85,253.22,254.337,423300,249.827280081
267,3/1/17 9:40,254.337,254.337,253.01,253.8032,146500,250.622464065
268,3/1/17 9:45,253.7997,253.88,252.01,252.1,123400,250.917971252
269,3/1/17 9:50,252.12,252.765,251.76,251.97,163100,251.128377002
270,3/1/17 9:55,251.9525,252.41,251.65,251.81,77500,251.264701601
271,3/1/17 10:00,251.8,253.0,251.61,252.5,99200,251.511761281
272,3/1/17 10:05,252.5,253.65,252.4151,253.25,84900,251.859409025
273,3/1/17 10:10,253.06,253.33,252.61,252.8,72400,252.04752722
274,3/1/17 10:15,252.8,252.9799,252.31,252.48,71900,252.134021776
275,3/1/17 10:20,252.58,252.73,252.1301,252.2699,53200,252.161197421
276,3/1/17 10:25,252.1997,252.39,251.72,251.8699,60400,252.102937937
277,3/1/17 10:30,251.8699,252.05,251.45,252.05,64600,252.092350349
278,3/1/17 10:35,252.01,252.25,251.81,252.06,48000,252.085880279
279,3/1/17 10:40,252.05,252.2,251.8,251.97,43400,252.062704224
280,3/1/17 10:45,251.97,252.08,251.4,251.4,54000,251.930163379
281,3/1/17 10:50,251.4,251.495,250.94,250.94,88900,251.732130703
282,3/1/17 10:55,250.9855,251.08,250.2501,250.45,73600,251.475704562
283,3/1/17 11:00,250.45,250.69,249.99,250.2708,147900,251.23472365
284,3/1/17 11:05,250.24,250.53,249.11,249.43,174900,250.87377892
285,3/1/17 11:10,249.43,250.93,249.33,250.6724,134300,250.833503136
286,3/1/17 11:15,250.6724,250.99,250.301,250.6399,44500,250.794782509
287,3/1/17 11:20,250.6176,250.67,249.93,250.36,76100,250.707826007
288,3/1/17 11:25,250.36,250.5,250.0,250.37,46000,250.640260806
289,3/1/17 11:30,250.31,250.3499,249.97,250.17,32700,250.546208644
290,3/1/17 11:35,250.2173,250.9774,250.18,250.9495,39800,250.626866916
291,3/1/17 11:40,250.9495,250.95,250.4,250.45,37000,250.591493532
292,3/1/17 11:45,250.4721,250.4721,250.0805,250.4716,40100,250.567514826
293,3/1/17 11:50,250.4716,251.25,250.4716,251.12,54400,250.678011861
294,3/1/17 11:55,251.1454,251.82,251.0983,251.64,60900,250.870409489
295,3/1/17 12:00,251.64,251.66,251.11,251.11,44400,250.918327591
296,3/1/17 12:05,251.11,251.49,251.09,251.1801,33200,250.970682073
297,3/1/17 12:10,251.1801,251.74,251.1801,251.6999,24700,251.116525658
298,3/1/17 12:15,251.7,252.1999,251.7,252.1999,54300,251.333200527
299,3/1/17 12:20,252.1999,252.25,251.8471,252.0,67200,251.466560421
300,3/1/17 12:25,252.0,252.43,251.919,252.3597,86100,251.645188337
301,3/1/17 12:30,252.43,252.43,252.04,252.11,23300,251.73815067
302,3/1/17 12:35,252.11,252.205,251.57,251.87,41600,251.764520536
303,3/1/17 12:40,251.87,252.48,251.87,252.35,48800,251.881616429
304,3/1/17 12:45,252.35,252.6799,252.1701,252.2,45200,251.945293143
305,3/1/17 12:50,252.2,252.47,252.12,252.31,26800,252.018234514
306,3/1/17 12:55,252.31,252.31,251.9,251.9717,106400,252.008927611
307,3/1/17 13:00,251.96,252.02,251.65,251.65,29300,251.937142089
308,3/1/17 13:05,251.65,251.75,251.58,251.6582,14300,251.881353671
309,3/1/17 13:10,251.6582,251.86,251.4478,251.4478,41300,251.794642937
310,3/1/17 13:15,251.4478,251.64,251.428,251.5,21800,251.73571435
311,3/1/17 13:20,251.5,252.1,251.5,251.9412,30900,251.77681148
312,3/1/17 13:25,251.9412,252.1,251.78,251.8233,18200,251.786109184
313,3/1/17 13:30,251.8515,252.37,251.76,252.2596,31200,251.880807347
314,3/1/17 13:35,252.2596,252.58,252.22,252.36,30800,251.976645878
315,3/1/17 13:40,252.36,252.5,252.25,252.25,21400,252.031316702
316,3/1/17 13:45,252.25,252.41,252.0,252.1282,24100,252.050693362
317,3/1/17 13:50,252.1282,252.38,252.07,252.3498,22400,252.110514689
318,3/1/17 13:55,252.3498,252.42,252.14,252.2855,19300,252.145511751
319,3/1/17 14:00,252.2855,252.4688,252.2,252.34,12100,252.184409401
320,3/1/17 14:05,252.34,252.37,251.731,251.8,35400,252.107527521
321,3/1/17 14:10,251.8,251.98,251.56,251.63,20200,252.012022017
322,3/1/17 14:15,251.63,251.8,251.52,251.8,15300,251.969617613
323,3/1/17 14:20,251.8,251.92,251.538,251.67,49200,251.909694091
324,3/1/17 14:25,251.67,251.71,251.22,251.44,21900,251.815755273
325,3/1/17 14:30,251.44,251.69,251.26,251.51,41400,251.754604218
326,3/1/17 14:35,251.51,251.81,251.38,251.4147,19700,251.686623374
327,3/1/17 14:40,251.3555,251.5,250.8,250.8,46200,251.5092987
328,3/1/17 14:45,250.8,251.0,250.6163,250.8,39600,251.36743896
329,3/1/17 14:50,250.8653,251.0775,250.7,250.78,43700,251.249951168
330,3/1/17 14:55,250.77,251.08,250.65,250.94,20800,251.187960934
331,3/1/17 15:00,250.94,251.38,250.85,251.2268,27100,251.195728747
332,3/1/17 15:05,251.2268,251.49,251.02,251.19,26300,251.194582998
333,3/1/17 15:10,251.11,251.23,250.63,250.7546,53500,251.106586398
334,3/1/17 15:15,250.7546,250.9625,250.5,250.8,36600,251.045269119
335,3/1/17 15:20,250.8,250.98,250.7101,250.9628,29700,251.028775295
336,3/1/17 15:25,250.94,250.99,250.76,250.97,23600,251.017020236
337,3/1/17 15:30,251.0,251.0,250.27,250.285,37300,250.870616189
338,3/1/17 15:35,250.285,250.33,249.85,249.9,96000,250.676492951
339,3/1/17 15:40,249.86,250.5792,249.81,250.31,62200,250.603194361
340,3/1/17 15:45,250.31,250.9625,250.31,250.71,49400,250.624555489
341,3/1/17 15:50,250.69,250.85,250.35,250.4915,67700,250.597944391
342,3/1/17 15:55,250.4915,250.94,250.33,250.5,108300,250.578355513
343,3/1/17 16:00,250.52,250.53,249.85,250.02,183800,250.46668441
344,3/2/17 9:35,249.71,252.73,248.27,250.9,313300,250.553347528
345,3/2/17 9:40,250.97,253.28,250.87,251.88,193800,250.818678023
346,3/2/17 9:45,251.88,252.94,251.66,252.2,94900,251.094942418
347,3/2/17 9:50,252.2,252.2599,250.61,250.87,98800,251.049953934
348,3/2/17 9:55,250.87,251.39,250.65,251.09,69800,251.057963148
349,3/2/17 10:00,251.09,252.0,251.0001,251.51,84200,251.148370518
350,3/2/17 10:05,251.51,251.55,250.1,250.32,70900,250.982696414
351,3/2/17 10:10,250.32,251.03,250.32,250.58,70900,250.902157132
352,3/2/17 10:15,250.5701,250.7162,250.21,250.5047,41500,250.822665705
353,3/2/17 10:20,250.5443,251.24,250.498,250.96,50100,250.850132564
354,3/2/17 10:25,250.96,250.96,250.47,250.73,33300,250.826106051
355,3/2/17 10:30,250.73,250.91,250.416,250.7,36100,250.800884841
356,3/2/17 10:35,250.65,250.81,250.3401,250.5892,37000,250.758547873
357,3/2/17 10:40,250.6309,251.0493,250.36,250.9226,39600,250.791358298
358,3/2/17 10:45,250.9226,251.73,250.88,251.57,61100,250.947086639
359,3/2/17 10:50,251.57,251.57,251.1,251.3172,31400,251.021109311
360,3/2/17 10:55,251.37,251.679,251.24,251.6167,51500,251.140227449
361,3/2/17 11:00,251.6167,251.68,251.011,251.011,43800,251.114381959
362,3/2/17 11:05,251.011,251.1,250.5,250.77,57400,251.045505567
363,3/2/17 11:10,250.77,250.81,249.5,249.8341,78500,250.803224454
364,3/2/17 11:15,249.8341,249.95,248.78,249.67,94900,250.576579563
365,3/2/17 11:20,249.67,249.732,249.21,249.397,43700,250.34066365
366,3/2/17 11:25,249.397,249.59,249.16,249.5,28100,250.17253092
367,3/2/17 11:30,249.5,249.52,249.37,249.43,17600,250.024024736
368,3/2/17 11:35,249.43,249.68,248.96,249.094,39200,249.838019789
369,3/2/17 11:40,249.094,249.18,248.65,248.85,35700,249.640415831
370,3/2/17 11:45,248.85,249.33,248.81,249.12,39300,249.536332665
