,Date,Open,High,Low,Close,Volume ,EMA
371,3/2/17 11:50,249.12,249.39,249.04,249.12,17100,249.453066132
372,3/2/17 11:55,249.135,249.36,249.03,249.225,19900,249.407452906
373,3/2/17 12:00,249.225,249.324,249.0,249.19,19200,249.363962324
374,3/2/17 12:05,249.2196,249.27,248.86,249.27,30900,249.34516986
375,3/2/17 12:10,249.27,249.2746,248.71,248.71,16700,249.218135888
376,3/2/17 12:15,248.71,248.94,248.6,248.7597,22400,249.12644871
377,3/2/17 12:20,248.7597,249.079,248.5,249.0024,36200,249.101638968
378,3/2/17 12:25,249.0024,249.0799,248.7,248.86,20500,249.053311174
379,3/2/17 12:30,248.86,249.16,248.74,248.886,20600,249.01984894
380,3/2/17 12:35,249.0,249.04,248.82,248.865,10500,248.988879152
381,3/2/17 12:40,248.865,249.012,248.8,249.012,12600,248.993503321
382,3/2/17 12:45,249.012,249.012,248.7,248.7101,19400,248.936822657
383,3/2/17 12:50,248.7101,248.99,248.7101,248.76,14500,248.901458126
384,3/2/17 12:55,248.76,249.35,248.75,249.24,23600,248.969166501
385,3/2/17 13:00,249.24,250.0,249.19,249.73,50300,249.1213332
386,3/2/17 13:05,249.73,249.959,249.5043,249.62,17000,249.22106656
387,3/2/17 13:10,249.5653,249.723,249.39,249.5332,28600,249.283493248
388,3/2/17 13:15,249.5332,249.69,249.43,249.45,17800,249.316794599
389,3/2/17 13:20,249.4291,249.63,249.2701,249.3046,17400,249.314355679
390,3/2/17 13:25,249.34,249.53,249.285,249.49,12600,249.349484543
391,3/2/17 13:30,249.35,249.71,249.35,249.7,11400,249.419587634
392,3/2/17 13:35,249.7,250.1,249.66,250.03,21900,249.541670108
393,3/2/17 13:40,250.03,250.27,250.01,250.041,30700,249.641536086
394,3/2/17 13:45,250.041,250.2,249.8925,250.02,16300,249.717228869
395,3/2/17 13:50,250.02,250.02,249.8502,249.959,13900,249.765583095
396,3/2/17 13:55,249.959,250.1878,249.78,249.9699,18400,249.806446476
397,3/2/17 14:00,249.9,250.13,249.86,250.1167,17800,249.868497181
398,3/2/17 14:05,250.1167,250.17,249.92,250.08,18400,249.910797745
399,3/2/17 14:10,250.08,250.37,250.08,250.37,24300,250.002638196
400,3/2/17 14:15,250.37,250.58,250.25,250.5,17400,250.102110557
401,3/2/17 14:20,250.465,250.86,250.465,250.606,47600,250.202888445
402,3/2/17 14:25,250.6203,250.72,250.34,250.5,23300,250.262310756
403,3/2/17 14:30,250.48,250.94,250.35,250.88,20500,250.385848605
404,3/2/17 14:35,250.81,251.05,250.65,251.0,43000,250.508678884
405,3/2/17 14:40,251.0,251.05,250.6162,250.9797,37000,250.602883107
406,3/2/17 14:45,250.9797,251.03,250.53,250.741,19500,250.630506486
407,3/2/17 14:50,250.85,250.98,250.761,250.9142,11400,250.687245189
408,3/2/17 14:55,250.94,250.95,250.5,250.7885,23500,250.707496151
409,3/2/17 15:00,250.89,251.07,250.59,251.0078,26400,250.767556921
410,3/2/17 15:05,251.0078,251.13,250.65,251.13,19100,250.840045537
411,3/2/17 15:10,251.13,251.134,250.81,251.01,27900,250.874036429
412,3/2/17 15:15,251.01,251.1399,250.712,251.06,31400,250.911229143
413,3/2/17 15:20,251.06,251.06,250.5766,250.88,35800,250.904983315
414,3/2/17 15:25,250.88,251.0,250.55,250.5796,22400,250.839906652
415,3/2/17 15:30,250.5604,251.089,250.47,251.07,39300,250.885925321
416,3/2/17 15:35,251.07,251.17,250.93,251.014,37400,250.911540257
417,3/2/17 15:40,251.03,251.08,250.71,250.9925,35600,250.927732206
418,3/2/17 15:45,250.9925,250.9925,250.371,250.5681,44600,250.855805765
419,3/2/17 15:50,250.58,250.74,250.43,250.485,53500,250.781644612
420,3/2/17 15:55,250.44,250.74,250.35,250.37,82900,250.699315689
421,3/2/17 16:00,250.37,250.67,250.36,250.47,136600,250.653452551
422,3/3/17 9:35,250.74,251.9,250.4,251.59,134000,250.840762041
423,3/3/17 9:40,251.62,251.86,250.26,250.43,88100,250.758609633
424,3/3/17 9:45,250.6401,251.2199,250.219,251.0,48500,250.806887706
425,3/3/17 9:50,251.0,251.15,250.5363,250.775,31000,250.800510165
426,3/3/17 9:55,250.775,250.99,250.6,250.7516,40900,250.790728132
427,3/3/17 10:00,250.7516,250.95,250.39,250.6301,38500,250.758602506
428,3/3/17 10:05,250.72,251.0,250.47,250.66,38300,250.738882005
429,3/3/17 10:10,250.65,250.9,250.07,250.48,46000,250.687105604
430,3/3/17 10:15,250.405,250.76,250.35,250.56,33700,250.661684483
431,3/3/17 10:20,250.56,250.58,250.25,250.455,33500,250.620347586
432,3/3/17 10:25,250.455,250.455,249.73,250.0,61900,250.496278069
433,3/3/17 10:30,250.0,250.2,249.66,250.0148,50700,250.399982455
434,3/3/17 10:35,250.0148,250.17,249.4,249.4,38900,250.199985964
435,3/3/17 10:40,249.4,250.0,249.4,249.94,35800,250.147988771
436,3/3/17 10:45,249.94,250.17,249.72,250.01,22800,250.120391017
437,3/3/17 10:50,250.03,250.17,249.8086,249.9924,29500,250.094792814
438,3/3/17 10:55,249.98,250.45,249.9,250.45,39400,250.165834251
439,3/3/17 11:00,250.33,250.58,250.0,250.0,30600,250.132667401
440,3/3/17 11:05,250.0,250.5,249.85,250.4027,22000,250.186673921
441,3/3/17 11:10,250.4027,250.74,250.125,250.53,37800,250.255339136
442,3/3/17 11:15,250.53,250.53,250.0,250.0,21100,250.204271309
443,3/3/17 11:20,250.0,250.1,249.76,249.81,29000,250.125417047
444,3/3/17 11:25,249.81,249.88,249.52,249.5764,42900,250.015613638
445,3/3/17 11:30,249.5764,249.77,249.54,249.68,21300,249.94849091
446,3/3/17 11:35,249.64,250.2,249.1,249.3622,76400,249.831232728
447,3/3/17 11:40,249.26,249.81,249.0,249.375,107700,249.739986183
448,3/3/17 11:45,249.3772,249.7,249.27,249.35,55500,249.661988946
449,3/3/17 11:50,249.35,249.38,249.01,249.21,52700,249.571591157
450,3/3/17 11:55,249.21,249.675,249.1,249.67,33100,249.591272925
451,3/3/17 12:00,249.69,249.74,249.3711,249.69,31800,249.61101834
452,3/3/17 12:05,249.69,250.23,249.69,250.0057,41800,249.689954672
453,3/3/17 12:10,249.97,250.21,249.6997,249.77,20900,249.705963738
454,3/3/17 12:15,249.77,249.97,249.5,249.84,34000,249.73277099
455,3/3/17 12:20,249.84,250.22,249.62,250.0932,42200,249.804856792
456,3/3/17 12:25,250.15,250.49,249.96,250.48,33100,249.939885434
457,3/3/17 12:30,250.48,250.6599,250.18,250.27,54500,250.005908347
458,3/3/17 12:35,250.27,250.62,250.1,250.59,28300,250.122726678
459,3/3/17 12:40,250.52,250.57,250.27,250.29,11700,250.156181342
460,3/3/17 12:45,250.29,250.51,250.23,250.3425,23700,250.193445074
461,3/3/17 12:50,250.3425,250.46,250.27,250.38,13400,250.230756059
462,3/3/17 12:55,250.38,250.43,250.25,250.31,8900,250.246604847
463,3/3/17 13:00,250.31,250.405,250.22,250.2272,6200,250.242723878
464,3/3/17 13:05,250.2272,250.42,249.781,250.32,29800,250.258179102
465,3/3/17 13:10,250.32,250.49,250.171,250.3947,14200,250.285483282
466,3/3/17 13:15,250.43,250.69,250.41,250.655,25700,250.359386625
467,3/3/17 13:20,250.655,250.655,250.01,250.11,36100,250.3095093
468,3/3/17 13:25,250.11,250.4,250.05,250.25,12500,250.29760744
469,3/3/17 13:30,250.25,250.5,250.2,250.43,14600,250.324085952
470,3/3/17 13:35,250.43,250.5,250.3,250.4243,17100,250.344128762
471,3/3/17 13:40,250.4243,250.67,250.4243,250.56,35200,250.387303009
472,3/3/17 13:45,250.47,250.59,250.33,250.5601,15700,250.421862408
473,3/3/17 13:50,250.5601,250.65,250.5,250.56,20700,250.449489926
474,3/3/17 13:55,250.56,250.59,250.2473,250.37,24700,250.433591941
475,3/3/17 14:00,250.37,250.59,250.18,250.28,23900,250.402873553
476,3/3/17 14:05,250.28,250.37,249.94,250.08,27500,250.338298842
477,3/3/17 14:10,250.0,250.25,249.97,250.09,17000,250.288639074
478,3/3/17 14:15,250.09,250.2761,249.94,250.12,18800,250.254911259
479,3/3/17 14:20,250.2,250.48,250.01,250.48,17700,250.299929007
480,3/3/17 14:25,250.48,250.6745,250.42,250.6,17100,250.359943206
481,3/3/17 14:30,250.6,250.75,250.32,250.484,20900,250.384754565
482,3/3/17 14:35,250.49,250.73,250.39,250.51,29300,250.409803652
483,3/3/17 14:40,250.51,250.85,250.51,250.78,20100,250.483842921
484,3/3/17 14:45,250.78,250.98,250.7,250.84,26100,250.555074337
485,3/3/17 14:50,250.89,251.05,250.8,251.02,29800,250.64805947
486,3/3/17 14:55,250.9515,251.05,250.78,251.0027,33500,250.718987576
487,3/3/17 15:00,251.0027,251.0027,250.78,250.96,15400,250.767190061
488,3/3/17 15:05,250.945,250.97,250.622,250.95,39700,250.803752048
489,3/3/17 15:10,250.95,251.16,250.81,250.9,32000,250.823001639
490,3/3/17 15:15,250.9,251.1,250.81,250.94,23300,250.846401311
491,3/3/17 15:20,250.94,250.95,250.72,250.81,17700,250.839121049
492,3/3/17 15:25,250.81,250.9,250.71,250.86,31300,250.843296839
493,3/3/17 15:30,250.855,250.9451,250.57,250.79,42200,250.832637471
494,3/3/17 15:35,250.79,251.15,250.79,251.15,45500,250.896109977
495,3/3/17 15:40,251.16,251.23,251.03,251.1692,43600,250.950727982
496,3/3/17 15:45,251.1692,251.23,250.8777,250.99,60100,250.958582385
497,3/3/17 15:50,250.99,251.25,250.93,251.12,41300,250.990865908
498,3/3/17 15:55,251.16,251.53,251.11,251.37,92500,251.066692727
499,3/3/17 16:00,251.37,251.55,251.15,251.55,136200,251.163354181
500,3/3/17 16:05,251.57,251.64,251.47,251.47,1117,251.224683345
501,3/3/17 16:10,251.6,251.61,251.6,251.61,666,251.301746676
502,3/3/17 16:15,251.61,251.94,251.61,251.94,947,251.429397341
503,3/3/17 16:20,251.97,252.0,251.97,252.0,858,251.543517873
504,3/3/17 16:25,251.58,251.62,251.58,251.62,250,251.558814298
505,3/3/17 16:30,251.58,251.58,251.57,251.57,213,251.561051438
506,3/3/17 16:35,251.58,251.58,251.58,251.58,2094,251.564841151
507,3/3/17 16:40,251.65,251.65,251.58,251.58,1100,251.567872921
508,3/3/17 16:45,251.57,251.58,251.57,251.57,450,251.568298337
509,3/3/17 16:50,251.58,251.58,251.58,251.58,773,251.570638669
510,3/3/17 17:00,251.5,251.5,251.2,251.2,1150,251.496510935
511,3/3/17 17:30,251.35,251.35,251.35,251.35,100,251.467208748
512,3/3/17 18:55,251.25,251.25,251.25,251.25,1327,251.423766999
513,3/3/17 19:30,251.25,251.25,251.25,251.25,275,251.389013599
