2017-05-08 08:00:00,NAT,7.175,7.18,7.175,7.18,0.0
2017-05-08 08:05:00,NAT,7.18,7.18,7.015,7.03,16460.0
2017-05-08 08:10:00,NAT,7.03,7.03,6.95,6.95,1299.0
2017-05-08 08:15:00,NAT,6.95,6.95,6.915,6.915,9500.0
2017-05-08 08:20:00,NAT,6.915,6.915,6.785,6.825,706.0
2017-05-08 08:25:00,NAT,6.825,6.87,6.825,6.87,1245.0
2017-05-08 08:30:00,NAT,6.87,6.9,6.87,6.9,4006.0
2017-05-08 08:35:00,NAT,6.9,6.905,6.9,6.905,1000.0
2017-05-08 08:40:00,NAT,6.905,6.905,6.895,6.895,800.0
2017-05-08 08:45:00,NAT,6.895,6.92,6.875,6.915,1600.0
2017-05-08 08:50:00,NAT,6.915,6.925,6.88,6.925,900.0
2017-05-08 08:55:00,NAT,6.925,6.925,6.875,6.875,2000.0
2017-05-08 09:00:00,NAT,6.875,6.905,6.875,6.905,216.0
2017-05-08 09:05:00,NAT,6.905,6.905,6.805,6.81,7945.0
2017-05-08 09:10:00,NAT,6.81,6.81,6.79,6.795,3401.0
2017-05-08 09:15:00,NAT,6.795,6.795,6.71,6.72,5888.0
2017-05-08 09:20:00,NAT,6.72,6.745,6.7,6.7,5844.0
2017-05-08 09:25:00,NAT,6.7,6.755,6.69,6.75,4590.0
2017-05-08 09:30:00,NAT,6.75,6.86,6.75,6.85,3220.0
2017-05-08 09:35:00,NAT,6.85,6.885,6.695,6.715,313242.0
2017-05-08 09:40:00,NAT,6.715,6.72,6.655,6.66,151785.0
2017-05-08 09:45:00,NAT,6.66,6.765,6.66,6.76,81591.0
2017-05-08 09:50:00,NAT,6.76,6.805,6.705,6.705,97632.0
2017-05-08 09:55:00,NAT,6.705,6.705,6.605,6.615,122685.0
2017-05-08 10:00:00,NAT,6.615,6.615,6.555,6.555,194034.0
2017-05-08 10:05:00,NAT,6.555,6.585,6.545,6.555,159818.0
2017-05-08 10:10:00,NAT,6.555,6.555,6.535,6.545,118513.0
2017-05-08 10:15:00,NAT,6.545,6.645,6.515,6.605,145313.0
